awayConference,awayMoneyline,awayScore,awayTeam_x,awayTeamId_x,gameId,homeConference,homeMoneyline,homeScore,homeTeam_x,homeTeamId_x,overUnder,overUnderOpen,provider,season,seasonType,spread,spreadOpen,startDate_x,majority_sign_sum,provider_count,homeTeam_y,awayTeam_y,homeTeamId_y,awayTeamId_y,neutralSite,startDate_y,confidence,reason_flag,rating_edge
MEAC,176.0,57,North Carolina Central,199,56049,OVC,-200.0,52,Eastern Illinois,77,133.0,,teamrankings,2016,regular,4.5,,2015-12-22T19:00:00.000Z,1.0,1.0,Eastern Illinois,North Carolina Central,77,199,True,2015-12-22T19:00:00.000Z,medium,moneyline_conflict,
Am. East,-1100.0,65,UMBC,317,54615,Big West,789.0,78,Cal Poly,35,138.0,,teamrankings,2016,regular,-13.5,,2015-11-22T19:00:00.000Z,-1.0,1.0,Cal Poly,UMBC,35,317,True,2015-11-22T19:00:00.000Z,high,strong_moneyline_conflict,
MEAC,-235.0,72,North Carolina A&T,198,54621,MAAC,205.0,73,Niagara,194,140.0,,teamrankings,2016,regular,-5.5,,2015-11-22T19:30:00.000Z,-1.0,1.0,Niagara,North Carolina A&T,194,198,True,2015-11-22T19:30:00.000Z,medium,moneyline_conflict,
Pac-12,226.0,90,California,40,54934,A-10,-260.0,94,Richmond,242,145.0,,teamrankings,2016,regular,6.0,,2015-11-28T01:00:00.000Z,1.0,1.0,Richmond,California,242,40,True,2015-11-28T01:00:00.000Z,high,strong_moneyline_conflict,
ACC,200.0,66,Notre Dame,213,49643,Big East,-240.0,74,Villanova,338,145.0,,numberfire,2017,regular,6.0,,2016-12-10T17:00:00.000Z,0.0,2.0,Villanova,Notre Dame,338,213,True,2016-12-10T17:00:00.000Z,medium,moneyline_conflict,
Big Ten,159.0,92,Iowa,124,49007,American,-180.0,100,Memphis,163,150.0,,teamrankings,2017,regular,4.0,,2016-11-26T21:00:00.000Z,1.0,1.0,Memphis,Iowa,163,124,True,2016-11-26T21:00:00.000Z,medium,moneyline_conflict,
WAC,205.0,77,Cal State Bakersfield,36,49019,ASUN,-235.0,54,North Florida,203,147.0,,teamrankings,2017,regular,5.0,,2016-11-26T21:30:00.000Z,1.0,1.0,North Florida,Cal State Bakersfield,203,36,True,2016-11-26T21:30:00.000Z,medium,moneyline_conflict,
MVC,-330.0,62,Evansville,82,49029,CAA,282.0,65,UNC Wilmington,321,131.0,,teamrankings,2017,regular,-7.0,,2016-11-26T23:00:00.000Z,-1.0,1.0,UNC Wilmington,Evansville,321,82,True,2016-11-26T23:00:00.000Z,high,strong_moneyline_conflict,
ACC,-270.0,54,Boston College,26,49033,A-10,234.0,67,Richmond,242,142.0,,teamrankings,2017,regular,-6.0,,2016-11-27T00:00:00.000Z,-1.0,1.0,Richmond,Boston College,242,26,True,2016-11-27T00:00:00.000Z,high,strong_moneyline_conflict,
ACC,568.0,63,Virginia,339,49034,Big East,-730.0,52,Providence,235,117.0,,teamrankings,2017,regular,12.0,,2016-11-27T00:00:00.000Z,1.0,1.0,Providence,Virginia,235,339,True,2016-11-27T00:00:00.000Z,high,strong_moneyline_conflict,
MAC,172.0,65,Akron,3,49040,SoCon,-195.0,63,Mercer,164,136.0,,teamrankings,2017,regular,4.0,,2016-11-27T00:30:00.000Z,1.0,1.0,Mercer,Akron,164,3,True,2016-11-27T00:30:00.000Z,medium,moneyline_conflict,
CAA,180.0,102,UNC Wilmington,321,49083,MAC,-205.0,77,Toledo,300,143.0,,teamrankings,2017,regular,4.0,,2016-11-27T21:00:00.000Z,1.0,1.0,Toledo,UNC Wilmington,300,321,True,2016-11-27T21:00:00.000Z,medium,moneyline_conflict,
A-10,-736.0,58,La Salle,137,43332,Patriot,519.0,54,Holy Cross,111,130.5,,consensus,2018,regular,-10.0,,2017-12-02T14:30:00.000Z,-1.0,3.0,Holy Cross,La Salle,111,137,True,2017-12-02T14:30:00.000Z,high,strong_moneyline_conflict,
Sun Belt,-317.0,80,Troy,302,42125,Big Sky,259.0,83,North Dakota,201,154.0,,consensus,2018,regular,-7.0,,2017-11-11T02:30:00.000Z,1.0,3.0,North Dakota,Troy,201,302,True,2017-11-11T02:30:00.000Z,high,strong_moneyline_conflict,
Big Sky,-1392.0,80,North Dakota,201,42299,SWAC,832.0,71,Arkansas-Pine Bluff,14,148.5,,consensus,2018,regular,-14.0,,2017-11-14T02:30:00.000Z,-1.0,3.0,Arkansas-Pine Bluff,North Dakota,14,201,True,2017-11-14T02:30:00.000Z,high,strong_moneyline_conflict,
CAA,278.0,78,James Madison,129,42478,Horizon,-347.0,87,Northern Kentucky,210,147.5,,consensus,2018,regular,8.0,,2017-11-17T22:00:00.000Z,1.0,3.0,Northern Kentucky,James Madison,210,129,True,2017-11-17T22:00:00.000Z,high,strong_moneyline_conflict,
CUSA,280.0,69,UTSA,328,42527,MVC,-352.0,71,Bradley,29,140.0,,consensus,2018,regular,7.5,,2017-11-18T16:00:00.000Z,1.0,3.0,Bradley,UTSA,29,328,True,2017-11-18T16:00:00.000Z,high,strong_moneyline_conflict,
American,-421.0,68,Houston,113,42529,Big South,335.0,66,Liberty,142,137.5,,consensus,2018,regular,-9.0,,2017-11-18T17:00:00.000Z,1.0,3.0,Liberty,Houston,142,113,False,2017-11-18T17:00:00.000Z,high,strong_moneyline_conflict,
Sun Belt,424.0,67,Coastal Carolina,54,42563,Am. East,-564.0,80,Vermont,337,138.5,,consensus,2018,regular,10.0,,2017-11-18T22:00:00.000Z,0.0,2.0,Vermont,Coastal Carolina,337,54,True,2017-11-18T22:00:00.000Z,high,strong_moneyline_conflict,
NEC,-340.0,69,Sacred Heart,250,42609,Am. East,275.0,68,Maine,154,145.0,,consensus,2018,regular,-7.5,,2017-11-19T17:30:00.000Z,0.0,2.0,Maine,Sacred Heart,154,250,True,2017-11-19T17:30:00.000Z,high,strong_moneyline_conflict,
Horizon,193.0,64,Northern Kentucky,210,42655,Am. East,-232.0,66,Vermont,337,145.5,,consensus,2018,regular,5.5,,2017-11-20T01:00:00.000Z,0.0,2.0,Vermont,Northern Kentucky,337,210,True,2017-11-20T01:00:00.000Z,medium,moneyline_conflict,
MAC,-320.0,58,Miami (OH),167,42660,Am. East,260.0,68,Hartford,363,138.5,,consensus,2018,regular,-7.0,,2017-11-20T03:10:00.000Z,-1.0,3.0,Hartford,Miami (OH),363,167,True,2017-11-20T03:10:00.000Z,high,strong_moneyline_conflict,
MVC,-362.0,69,Missouri State,176,42718,MAAC,293.0,65,Manhattan,155,141.5,,consensus,2018,regular,-8.0,,2017-11-21T16:00:00.000Z,-1.0,3.0,Manhattan,Missouri State,155,176,True,2017-11-21T16:00:00.000Z,high,strong_moneyline_conflict,
Big Sky,273.0,47,Sacramento State,249,42778,Big West,-338.0,64,UC Davis,307,135.5,,consensus,2018,regular,7.0,,2017-11-22T03:05:00.000Z,1.0,3.0,UC Davis,Sacramento State,307,249,True,2017-11-22T03:05:00.000Z,high,strong_moneyline_conflict,
CUSA,432.0,60,Florida Atlantic,86,42787,MVC,-583.0,71,Missouri State,176,137.0,,consensus,2018,regular,10.0,,2017-11-22T18:30:00.000Z,0.0,2.0,Missouri State,Florida Atlantic,176,86,True,2017-11-22T18:30:00.000Z,high,strong_moneyline_conflict,
Ivy,-664.0,68,Pennsylvania,227,42807,WAC,479.0,65,Kansas City,130,144.5,,consensus,2018,regular,-10.5,,2017-11-22T22:00:00.000Z,0.0,2.0,Kansas City,Pennsylvania,130,227,True,2017-11-22T22:00:00.000Z,high,strong_moneyline_conflict,
Mountain West,-293.0,79,Fresno State,92,42811,A-10,243.0,73,George Mason,95,135.5,,consensus,2018,regular,-6.5,,2017-11-22T23:00:00.000Z,0.0,2.0,George Mason,Fresno State,95,92,True,2017-11-22T23:00:00.000Z,high,strong_moneyline_conflict,
A-10,491.0,46,La Salle,137,42781,ACC,-694.0,57,Miami,168,143.0,,consensus,2018,regular,10.5,,2017-11-22T23:00:00.000Z,-1.0,3.0,Miami,La Salle,168,137,True,2017-11-22T23:00:00.000Z,high,strong_moneyline_conflict,
MVC,173.0,61,Evansville,82,42845,CUSA,-200.0,63,Louisiana Tech,149,136.5,,consensus,2018,regular,4.5,,2017-11-23T01:30:00.000Z,0.0,2.0,Louisiana Tech,Evansville,149,82,True,2017-11-23T01:30:00.000Z,medium,moneyline_conflict,
SEC,-3469.0,79,Ole Miss,220,42850,CUSA,1500.0,62,Rice,241,157.0,,consensus,2018,regular,-19.5,,2017-11-23T03:00:00.000Z,0.0,2.0,Rice,Ole Miss,241,220,True,2017-11-23T03:00:00.000Z,high,strong_moneyline_conflict,
SEC,318.0,76,Tennessee,292,42859,Big East,-400.0,85,Villanova,338,143.5,,consensus,2018,regular,8.0,,2017-11-23T17:30:00.000Z,1.0,3.0,Villanova,Tennessee,338,292,True,2017-11-23T17:30:00.000Z,high,strong_moneyline_conflict,
Big Ten,-5000.0,73,Purdue,236,42873,CUSA,1600.0,77,Western Kentucky,350,148.0,,consensus,2018,regular,-19.0,,2017-11-24T00:00:00.000Z,-1.0,3.0,Western Kentucky,Purdue,350,236,True,2017-11-24T00:00:00.000Z,high,strong_moneyline_conflict,
Pac-12,-350.0,60,Arizona,11,42879,American,285.0,66,SMU,248,141.0,,consensus,2018,regular,-7.5,,2017-11-24T02:30:00.000Z,0.0,2.0,SMU,Arizona,248,11,True,2017-11-24T02:30:00.000Z,high,strong_moneyline_conflict,
MVC,810.0,50,Northern Iowa,209,42889,Big East,-1364.0,64,Villanova,338,132.0,,consensus,2018,regular,14.0,,2017-11-24T17:00:00.000Z,0.0,2.0,Villanova,Northern Iowa,338,209,True,2017-11-24T17:00:00.000Z,high,strong_moneyline_conflict,
Big West,-1488.0,77,UC Irvine,308,42898,Big Sky,874.0,71,Northern Arizona,206,143.0,,consensus,2018,regular,-14.5,,2017-11-24T19:00:00.000Z,0.0,2.0,Northern Arizona,UC Irvine,206,308,True,2017-11-24T19:00:00.000Z,high,strong_moneyline_conflict,
ACC,291.0,58,NC State,185,42901,SEC,-317.0,67,Tennessee,292,151.0,,consensus,2018,regular,6.5,,2017-11-24T19:30:00.000Z,0.0,2.0,Tennessee,NC State,292,185,True,2017-11-24T19:30:00.000Z,high,strong_moneyline_conflict,
SEC,-363.0,71,Alabama,5,42904,WCC,290.0,59,BYU,18,150.5,,consensus,2018,regular,-8.5,,2017-11-24T19:30:00.000Z,-1.0,3.0,BYU,Alabama,18,5,True,2017-11-24T19:30:00.000Z,high,strong_moneyline_conflict,
MAAC,332.0,84,Fairfield,83,42918,ASUN,-422.0,92,Jacksonville,127,149.5,,consensus,2018,regular,8.5,,2017-11-24T21:30:00.000Z,1.0,3.0,Jacksonville,Fairfield,127,83,True,2017-11-24T21:30:00.000Z,high,strong_moneyline_conflict,
CAA,167.0,78,UNC Wilmington,321,42923,MVC,-193.0,102,Loyola Chicago,151,147.5,,consensus,2018,regular,4.0,,2017-11-24T22:00:00.000Z,1.0,3.0,Loyola Chicago,UNC Wilmington,151,321,True,2017-11-24T22:00:00.000Z,medium,moneyline_conflict,
Pac-12,227.0,102,Arizona State,10,42924,Big East,-244.0,86,Xavier,359,166.0,,consensus,2018,regular,7.0,,2017-11-24T22:30:00.000Z,0.0,2.0,Xavier,Arizona State,359,10,True,2017-11-24T22:30:00.000Z,medium,moneyline_conflict,
American,-625.0,61,SMU,248,42929,CUSA,449.0,63,Western Kentucky,350,136.5,,consensus,2018,regular,-10.5,,2017-11-25T00:00:00.000Z,0.0,2.0,Western Kentucky,SMU,350,248,True,2017-11-25T00:00:00.000Z,high,strong_moneyline_conflict,
Big 12,-1216.0,67,Kansas State,132,42944,A-10,761.0,59,George Washington,96,136.0,,consensus,2018,regular,-13.0,,2017-11-25T01:00:00.000Z,0.0,2.0,George Washington,Kansas State,96,132,True,2017-11-25T01:00:00.000Z,high,strong_moneyline_conflict,
MAAC,-414.0,94,Rider,243,42965,MEAC,328.0,80,Hampton,106,153.5,,consensus,2018,regular,-8.5,,2017-11-25T03:30:00.000Z,0.0,2.0,Hampton,Rider,106,243,True,2017-11-25T03:30:00.000Z,high,strong_moneyline_conflict,
MEAC,832.0,60,Maryland Eastern Shore,159,42979,OVC,-1373.0,90,Tennessee Tech,291,149.5,,consensus,2018,regular,14.5,,2017-11-25T18:30:00.000Z,0.0,2.0,Tennessee Tech,Maryland Eastern Shore,291,159,True,2017-11-25T18:30:00.000Z,high,strong_moneyline_conflict,
Big Ten,-192.0,89,Minnesota,173,43013,SEC,167.0,84,Alabama,5,150.0,,consensus,2018,regular,-4.5,,2017-11-25T22:00:00.000Z,-1.0,3.0,Alabama,Minnesota,5,173,True,2017-11-25T22:00:00.000Z,medium,moneyline_conflict,
Summit,-413.0,62,South Dakota,269,43029,Big Sky,326.0,63,Northern Colorado,207,153.0,,consensus,2018,regular,-8.5,,2017-11-26T00:30:00.000Z,-1.0,3.0,Northern Colorado,South Dakota,207,269,True,2017-11-26T00:30:00.000Z,high,strong_moneyline_conflict,
MAAC,-985.0,81,Canisius,42,43044,SWAC,651.0,58,Arkansas-Pine Bluff,14,141.5,,consensus,2018,regular,-12.5,,2017-11-26T04:30:00.000Z,-1.0,3.0,Arkansas-Pine Bluff,Canisius,14,42,True,2017-11-26T04:30:00.000Z,high,strong_moneyline_conflict,
CUSA,242.0,83,Marshall,158,32471,A-10,-313.0,61,Duquesne,73,149.0,,consensus,2020,regular,6.5,,2019-12-29T19:30:00.000Z,-1.0,3.0,Duquesne,Marshall,73,158,True,2019-12-29T19:30:00.000Z,high,strong_moneyline_conflict,
Big Ten,264.0,72,Iowa,124,31364,Big 12,-347.0,61,Texas Tech,298,143.5,,consensus,2020,regular,7.0,,2019-11-29T01:00:00.000Z,3.0,3.0,Texas Tech,Iowa,298,124,True,2019-11-29T01:00:00.000Z,high,strong_moneyline_conflict,
Big East,-2570.0,81,Seton Hall,263,31366,CUSA,1120.0,56,Southern Miss,275,139.5,,consensus,2020,regular,-17.0,,2019-11-29T02:00:00.000Z,1.0,3.0,Southern Miss,Seton Hall,275,263,True,2019-11-29T02:00:00.000Z,high,strong_moneyline_conflict,
NEC,-250.0,82,Long Island University,146,31378,Big West,198.0,69,Cal Poly,35,151.0,,consensus,2020,regular,-5.0,,2019-11-29T19:00:00.000Z,-1.0,1.0,Cal Poly,Long Island University,35,146,True,2019-11-29T19:00:00.000Z,medium,moneyline_conflict,
WCC,-206.0,64,Gonzaga,102,31379,Big Ten,169.0,82,Michigan,170,144.0,,consensus,2020,regular,-4.0,,2019-11-29T19:00:00.000Z,1.0,3.0,Michigan,Gonzaga,170,102,True,2019-11-29T19:00:00.000Z,medium,moneyline_conflict,
Sun Belt,-368.0,84,Georgia Southern,99,31391,Big South,275.0,74,Campbell,41,146.0,,consensus,2020,regular,-7.0,,2019-11-29T21:30:00.000Z,1.0,3.0,Campbell,Georgia Southern,41,99,True,2019-11-29T21:30:00.000Z,high,strong_moneyline_conflict,
CUSA,547.0,68,Southern Miss,275,31411,SEC,-864.0,83,Alabama,5,146.5,,consensus,2020,regular,12.0,,2019-11-30T02:30:00.000Z,-1.0,3.0,Alabama,Southern Miss,5,275,True,2019-11-30T02:30:00.000Z,high,strong_moneyline_conflict,
Big East,223.0,83,Creighton,61,31417,Big 12,-283.0,76,Texas Tech,298,139.0,,consensus,2020,regular,6.0,,2019-11-30T03:30:00.000Z,3.0,3.0,Texas Tech,Creighton,298,61,True,2019-11-30T03:30:00.000Z,high,strong_moneyline_conflict,
Patriot,700.0,69,Holy Cross,111,31497,CAA,-1196.0,91,Hofstra,110,152.5,,consensus,2020,regular,13.0,,2019-12-01T20:00:00.000Z,-1.0,3.0,Hofstra,Holy Cross,110,111,True,2019-12-01T20:00:00.000Z,high,strong_moneyline_conflict,
Patriot,360.0,81,Holy Cross,111,31523,SoCon,-493.0,67,Mercer,164,151.0,,consensus,2020,regular,9.0,,2019-12-02T16:00:00.000Z,-1.0,3.0,Mercer,Holy Cross,164,111,True,2019-12-02T16:00:00.000Z,high,strong_moneyline_conflict,
CAA,-230.0,64,Hofstra,110,31524,MAAC,187.0,57,Canisius,42,155.5,,consensus,2020,regular,-4.0,,2019-12-02T19:00:00.000Z,1.0,3.0,Canisius,Hofstra,42,110,True,2019-12-02T19:00:00.000Z,medium,moneyline_conflict,
A-10,-194.0,71,St. Bonaventure,277,31537,CUSA,159.0,64,Florida Atlantic,86,124.5,,consensus,2020,regular,-4.0,,2019-12-03T01:00:00.000Z,1.0,3.0,Florida Atlantic,St. Bonaventure,86,277,False,2019-12-03T01:00:00.000Z,medium,moneyline_conflict,
SEC,445.0,50,Texas A&M,293,31828,Big 12,-653.0,60,Texas,295,124.5,,consensus,2020,regular,10.0,,2019-12-08T20:00:00.000Z,-1.0,3.0,Texas,Texas A&M,295,293,True,2019-12-08T20:00:00.000Z,high,strong_moneyline_conflict,
WAC,1780.0,57,Kansas City,130,31918,Big 12,-7031.0,98,Kansas,131,137.5,,consensus,2020,regular,23.0,,2019-12-14T22:00:00.000Z,-1.0,3.0,Kansas,Kansas City,131,130,False,2019-12-14T22:00:00.000Z,high,strong_moneyline_conflict,
OVC,1600.0,63,UT Martin,325,32152,Big 12,-9878.0,91,Baylor,20,146.0,,consensus,2020,regular,22.0,,2019-12-19T03:00:00.000Z,-1.0,3.0,Baylor,UT Martin,20,325,True,2019-12-19T03:00:00.000Z,high,strong_moneyline_conflict,
Pac-12,415.0,69,Utah,331,32097,SEC,-593.0,66,Kentucky,135,138.5,,consensus,2020,regular,9.0,,2019-12-19T04:00:00.000Z,-1.0,3.0,Kentucky,Utah,135,331,True,2019-12-19T04:00:00.000Z,high,strong_moneyline_conflict,
American,169.0,61,Tulane,303,32185,MAC,-211.0,62,Akron,3,138.5,,consensus,2020,regular,4.0,,2019-12-20T19:30:00.000Z,-1.0,3.0,Akron,Tulane,3,303,True,2019-12-20T19:30:00.000Z,medium,moneyline_conflict,
MEAC,468.0,72,Norfolk State,196,32189,MAC,-699.0,67,Bowling Green,28,136.5,,consensus,2020,regular,10.0,,2019-12-21T00:00:00.000Z,-1.0,3.0,Bowling Green,Norfolk State,28,196,True,2019-12-21T00:00:00.000Z,high,strong_moneyline_conflict,
MAAC,180.0,69,Quinnipiac,238,32236,MAC,-226.0,64,Bowling Green,28,142.0,,consensus,2020,regular,5.0,,2019-12-21T19:00:00.000Z,-1.0,3.0,Bowling Green,Quinnipiac,28,238,True,2019-12-21T19:00:00.000Z,medium,moneyline_conflict,
SWAC,415.0,63,Alabama State,6,32285,CUSA,-611.0,71,UAB,305,126.0,,consensus,2020,regular,9.0,,2019-12-21T22:00:00.000Z,0.0,2.0,UAB,Alabama State,305,6,True,2019-12-21T22:00:00.000Z,high,strong_moneyline_conflict,
Pac-12,206.0,52,Utah,331,32297,Mountain West,-264.0,80,San Diego State,257,134.5,,consensus,2020,regular,5.0,,2019-12-21T23:30:00.000Z,3.0,3.0,San Diego State,Utah,257,331,True,2019-12-21T23:30:00.000Z,high,strong_moneyline_conflict,
Mountain West,263.0,63,Nevada,189,32322,WCC,-201.0,68,Saint Mary's,253,144.0,,consensus,2020,regular,8.0,,2019-12-22T04:59:00.000Z,-1.0,3.0,Saint Mary's,Nevada,253,189,True,2019-12-22T04:59:00.000Z,medium,moneyline_conflict,
Big South,235.0,73,Radford,239,32347,A-10,-204.0,58,Richmond,242,137.5,,consensus,2020,regular,7.0,,2019-12-22T20:30:00.000Z,-1.0,3.0,Richmond,Radford,242,239,True,2019-12-22T20:30:00.000Z,medium,moneyline_conflict,
Pac-12,182.0,67,Washington,343,30325,Big 12,-231.0,64,Baylor,20,135.0,,consensus,2020,regular,5.0,,2019-11-09T02:30:00.000Z,-1.0,3.0,Baylor,Washington,20,343,True,2019-11-09T02:30:00.000Z,medium,moneyline_conflict,
WCC,190.0,62,Pacific,225,30324,Summit,-243.0,72,South Dakota,269,133.0,,consensus,2020,regular,5.5,,2019-11-09T02:30:00.000Z,3.0,3.0,South Dakota,Pacific,269,225,True,2019-11-09T02:30:00.000Z,medium,moneyline_conflict,
Pac-12,185.0,71,Arizona State,10,30330,Pac-12,-236.0,81,Colorado,56,145.0,,consensus,2020,regular,5.5,,2019-11-09T03:30:00.000Z,-1.0,3.0,Colorado,Arizona State,56,10,True,2019-11-09T03:30:00.000Z,medium,moneyline_conflict,
ASUN,415.0,59,Jacksonville,127,30452,MAC,-599.0,75,Bowling Green,28,150.0,,consensus,2020,regular,10.0,,2019-11-12T00:00:00.000Z,3.0,3.0,Bowling Green,Jacksonville,28,127,True,2019-11-12T00:00:00.000Z,high,strong_moneyline_conflict,
Pac-12,-197.0,82,Oregon,223,30537,American,161.0,74,Memphis,163,145.0,,consensus,2020,regular,-4.5,,2019-11-13T02:00:00.000Z,1.0,3.0,Memphis,Oregon,163,223,True,2019-11-13T02:00:00.000Z,medium,moneyline_conflict,
Southland,2075.0,74,Houston Christian,112,30550,Big 12,-12973.0,103,Texas Tech,298,151.0,,consensus,2020,regular,24.5,,2019-11-14T01:00:00.000Z,-1.0,3.0,Texas Tech,Houston Christian,298,112,True,2019-11-14T01:00:00.000Z,high,strong_moneyline_conflict,
Big West,-187.0,65,UC Davis,307,30601,Big Sky,167.0,64,Idaho,117,130.0,,consensus,2020,regular,-5.0,,2019-11-14T23:00:00.000Z,1.0,3.0,Idaho,UC Davis,117,307,True,2019-11-14T23:00:00.000Z,medium,moneyline_conflict,
Ivy,-335.0,37,Dartmouth,62,30694,ASUN,251.0,57,Jacksonville,127,132.0,,consensus,2020,regular,-7.0,,2019-11-16T18:30:00.000Z,1.0,3.0,Jacksonville,Dartmouth,127,62,True,2019-11-16T18:30:00.000Z,high,strong_moneyline_conflict,
Sun Belt,-226.0,69,App State,9,30713,OVC,180.0,47,Tennessee Tech,291,134.0,,consensus,2020,regular,-5.5,,2019-11-16T20:30:00.000Z,1.0,3.0,Tennessee Tech,App State,291,9,True,2019-11-16T20:30:00.000Z,medium,moneyline_conflict,
SEC,-202.0,80,Mississippi State,174,30949,American,420.0,66,Tulane,303,136.0,,consensus,2020,regular,-10.5,,2019-11-21T19:00:00.000Z,1.0,3.0,Tulane,Mississippi State,303,174,True,2019-11-21T19:00:00.000Z,medium,moneyline_conflict,
MAC,737.0,53,Ohio,215,30951,Big 12,-1336.0,76,Baylor,20,133.0,,consensus,2020,regular,14.0,,2019-11-21T21:30:00.000Z,-1.0,3.0,Baylor,Ohio,20,215,True,2019-11-21T21:30:00.000Z,high,strong_moneyline_conflict,
Big East,-214.0,73,Xavier,359,30968,CAA,400.0,51,Towson,301,132.0,,consensus,2020,regular,-10.5,,2019-11-22T00:00:00.000Z,1.0,3.0,Towson,Xavier,301,359,True,2019-11-22T00:00:00.000Z,medium,moneyline_conflict,
ACC,-3529.0,87,Duke,72,30985,Pac-12,1242.0,52,California,40,136.0,,consensus,2020,regular,-19.0,,2019-11-22T02:00:00.000Z,1.0,3.0,California,Duke,40,72,True,2019-11-22T02:00:00.000Z,high,strong_moneyline_conflict,
CUSA,-353.0,89,Florida International,89,31006,OVC,266.0,70,Eastern Kentucky,78,165.0,,consensus,2020,regular,-7.5,,2019-11-22T20:30:00.000Z,1.0,3.0,Eastern Kentucky,Florida International,78,89,True,2019-11-22T20:30:00.000Z,high,strong_moneyline_conflict,
ACC,-1164.0,81,Duke,72,31016,Big East,674.0,73,Georgetown,97,152.0,,consensus,2020,regular,-13.0,,2019-11-23T00:00:00.000Z,0.0,2.0,Georgetown,Duke,97,72,True,2019-11-23T00:00:00.000Z,high,strong_moneyline_conflict,
American,220.0,85,East Carolina,74,31039,MVC,-281.0,68,Evansville,82,136.0,,consensus,2020,regular,6.0,,2019-11-23T01:00:00.000Z,3.0,3.0,Evansville,East Carolina,82,74,True,2019-11-23T01:00:00.000Z,high,strong_moneyline_conflict,
Horizon,-264.0,62,Milwaukee,172,31057,MEAC,211.0,57,Morgan State,182,137.0,,consensus,2020,regular,-6.0,,2019-11-23T16:00:00.000Z,0.0,2.0,Morgan State,Milwaukee,182,172,True,2019-11-23T16:00:00.000Z,high,strong_moneyline_conflict,
A-10,967.0,46,Massachusetts,161,31060,ACC,-2054.0,58,Virginia,339,116.0,,consensus,2020,regular,15.5,,2019-11-23T17:00:00.000Z,-1.0,3.0,Virginia,Massachusetts,339,161,True,2019-11-23T17:00:00.000Z,high,strong_moneyline_conflict,
CAA,418.0,66,UNC Wilmington,321,31064,CUSA,-588.0,63,Florida International,89,150.0,,consensus,2020,regular,10.0,,2019-11-23T18:00:00.000Z,-1.0,3.0,Florida International,UNC Wilmington,89,321,True,2019-11-23T18:00:00.000Z,high,strong_moneyline_conflict,
CUSA,310.0,59,Rice,241,31096,ASUN,-421.0,71,Liberty,142,135.0,,consensus,2020,regular,8.0,,2019-11-23T22:00:00.000Z,0.0,2.0,Liberty,Rice,142,241,True,2019-11-23T22:00:00.000Z,high,strong_moneyline_conflict,
MAAC,-394.0,55,Monmouth,178,31117,ASUN,287.0,63,Stetson,283,133.0,,consensus,2020,regular,-8.0,,2019-11-24T01:30:00.000Z,-3.0,3.0,Stetson,Monmouth,283,178,True,2019-11-24T01:30:00.000Z,high,strong_moneyline_conflict,
MVC,-596.0,115,Evansville,82,31125,MEAC,417.0,112,Morgan State,182,135.0,,consensus,2020,regular,-9.5,,2019-11-24T16:00:00.000Z,0.0,2.0,Morgan State,Evansville,182,82,True,2019-11-24T16:00:00.000Z,high,strong_moneyline_conflict,
Big South,286.0,60,Presbyterian,233,31133,Am. East,-385.0,65,UAlbany,306,132.0,,consensus,2020,regular,8.0,,2019-11-24T18:00:00.000Z,-1.0,3.0,UAlbany,Presbyterian,306,233,True,2019-11-24T18:00:00.000Z,high,strong_moneyline_conflict,
Big West,-988.0,74,UC Irvine,308,31147,Horizon,612.0,86,Detroit Mercy,69,142.0,,consensus,2020,regular,-12.0,,2019-11-24T20:00:00.000Z,1.0,3.0,Detroit Mercy,UC Irvine,69,308,True,2019-11-24T20:00:00.000Z,high,strong_moneyline_conflict,
WAC,437.0,49,Kansas City,130,31167,ASUN,-620.0,62,Liberty,142,121.0,,consensus,2020,regular,10.5,,2019-11-25T01:00:00.000Z,0.0,2.0,Liberty,Kansas City,142,130,True,2019-11-25T01:00:00.000Z,high,strong_moneyline_conflict,
Mountain West,1282.0,41,Wyoming,358,31169,Pac-12,-4444.0,56,Colorado,56,124.0,,consensus,2020,regular,18.5,,2019-11-25T01:00:00.000Z,3.0,3.0,Colorado,Wyoming,56,358,True,2019-11-25T01:00:00.000Z,high,strong_moneyline_conflict,
Big Ten,-275.0,52,Wisconsin,355,31199,A-10,216.0,62,Richmond,242,134.0,,consensus,2020,regular,-6.0,,2019-11-26T00:00:00.000Z,1.0,3.0,Richmond,Wisconsin,242,355,True,2019-11-26T00:00:00.000Z,high,strong_moneyline_conflict,
Pac-12,167.0,73,Stanford,281,31223,Big 12,-183.0,54,Oklahoma,217,138.0,,consensus,2020,regular,4.5,,2019-11-26T02:30:00.000Z,-1.0,3.0,Oklahoma,Stanford,217,281,True,2019-11-26T02:30:00.000Z,medium,moneyline_conflict,
OVC,157.0,64,UT Martin,325,31230,Big South,-193.0,81,Gardner-Webb,94,141.0,,consensus,2020,regular,4.0,,2019-11-26T17:30:00.000Z,-1.0,3.0,Gardner-Webb,UT Martin,94,325,True,2019-11-26T17:30:00.000Z,medium,moneyline_conflict,
SWAC,173.0,83,Southern,274,31245,Horizon,-217.0,77,IU Indianapolis,115,137.0,,consensus,2020,regular,4.5,,2019-11-26T22:30:00.000Z,0.0,2.0,IU Indianapolis,Southern,115,274,True,2019-11-26T22:30:00.000Z,medium,moneyline_conflict,
