season,group,family,slice,bets,wins,losses,pushes,win_rate,roi_per_1_at_minus_110,p_value_gt_breakeven,avg_pick_prob_edge,avg_filter_score,avg_abs_he_vs_market_edge,new_transient_rate,persistent_rate,neutral_rate
2020,raw_edge_baseline,core_strategy,feb15_plus,236,106,130,0,0.4491525423728814,-0.14252696456086286,0.9908787956339538,0.1236866680550499,0.540511495228598,1.997722634073879,0.01694915254237288,0.4194915254237288,0.11016949152542373
2020,raw_edge_baseline,core_strategy,march_only,78,31,47,0,0.3974358974358974,-0.2412587412587412,0.9906470083849046,0.12185366714337288,0.5467328058188864,1.6586495388991165,0.0,0.3974358974358974,0.32051282051282054
2020,raw_edge_baseline,core_strategy,conference_tournaments,32,13,19,0,0.40625,-0.22443181818181818,0.9344588157519158,0.12057121340376421,0.5526464011018211,1.3323284307067622,0.0,0.46875,0.78125
2020,raw_edge_baseline,core_strategy,ncaa_tournament,0,0,0,0,,,,,,,,,
2022,raw_edge_baseline,core_strategy,full,1522,830,692,0,0.545335085413929,0.04109425397204635,0.04879400348805135,0.13963440484773937,0.5510194366414443,3.180526049081085,0.06898817345597898,0.36859395532194483,0.12417871222076216
2022,raw_edge_baseline,core_strategy,feb15_plus,256,133,123,0,0.51953125,-0.008167613636363612,0.579464481746262,0.12571196440960383,0.5520288898272749,2.4097616561048696,0.01953125,0.44921875,0.25
2022,raw_edge_baseline,core_strategy,march_only,118,66,52,0,0.559322033898305,0.06779661016949151,0.2485094334034043,0.12414780215021902,0.5641323176062952,2.47006456808615,0.01694915254237288,0.5,0.5423728813559322
2022,raw_edge_baseline,core_strategy,conference_tournaments,52,28,24,0,0.5384615384615384,0.027972027972027965,0.47194108258499184,0.12556351120656203,0.571579356414267,2.436460980519568,0.019230769230769232,0.5,0.9230769230769231
2022,raw_edge_baseline,core_strategy,ncaa_tournament,14,6,8,0,0.42857142857142855,-0.18181818181818185,0.8365927880384004,0.14977921608981323,0.6813766564175071,4.393218021042494,0.0,0.5,1.0
2023,raw_edge_baseline,core_strategy,full,1522,830,692,0,0.545335085413929,0.04109425397204636,0.04879400348805135,0.13229825428473516,0.5429772872167753,2.724831805563652,0.06636005256241786,0.3791064388961892,0.14191852825229961
2023,raw_edge_baseline,core_strategy,feb15_plus,266,137,129,0,0.5150375939849624,-0.016746411483253582,0.636305863848272,0.12069033829291222,0.5419703903776385,2.1088118274452405,0.018796992481203006,0.48120300751879697,0.31954887218045114
2023,raw_edge_baseline,core_strategy,march_only,122,65,57,0,0.5327868852459017,0.017138599105812235,0.45763176543240797,0.11636577698217923,0.5534018923944438,2.0159677518337,0.02459016393442623,0.4180327868852459,0.6967213114754098
2023,raw_edge_baseline,core_strategy,conference_tournaments,61,34,27,0,0.5573770491803278,0.06408345752608047,0.34658613827663437,0.10987610510475723,0.551736880765582,1.8557399715755687,0.03278688524590164,0.4426229508196721,0.9016393442622951
2023,raw_edge_baseline,core_strategy,ncaa_tournament,23,13,10,0,0.5652173913043478,0.07905138339920947,0.42665128163397564,0.12047398765167536,0.5846750700441732,2.753739388089284,0.0,0.30434782608695654,1.0
2024,raw_edge_baseline,core_strategy,full,1424,729,695,0,0.511938202247191,-0.022663432073544428,0.8221403013427027,0.13131521879412322,0.5335661846987517,2.6600752942151242,0.0702247191011236,0.30196629213483145,0.12921348314606743
2024,raw_edge_baseline,core_strategy,feb15_plus,333,155,178,0,0.46546546546546547,-0.11138411138411139,0.9855708172026505,0.12305871584608259,0.5171203312470327,2.0014909859576195,0.018018018018018018,0.37237237237237236,0.26126126126126126
2024,raw_edge_baseline,core_strategy,march_only,180,78,102,0,0.43333333333333335,-0.1727272727272727,0.9938771225590513,0.12151964409004887,0.5168809774941147,1.9281652875814725,0.027777777777777776,0.37222222222222223,0.48333333333333334
2024,raw_edge_baseline,core_strategy,conference_tournaments,74,35,39,0,0.47297297297297297,-0.09705159705159704,0.8394012939048993,0.12123929810757668,0.5204723320334775,1.8059468062808803,0.04054054054054054,0.43243243243243246,0.8783783783783784
2024,raw_edge_baseline,core_strategy,ncaa_tournament,22,5,17,0,0.22727272727272727,-0.5661157024793388,0.9989352122646316,0.12862417834312415,0.5285802429244382,2.7127788239023927,0.09090909090909091,0.2727272727272727,1.0
2025,raw_edge_baseline,core_strategy,full,1728,852,876,0,0.4930555555555556,-0.0587121212121212,0.9950936985754864,0.14011609711900416,0.5229518599819655,2.786261417450945,0.061921296296296294,0.31828703703703703,0.1267361111111111
2025,raw_edge_baseline,core_strategy,feb15_plus,449,222,227,0,0.49443207126948774,-0.056084227576432465,0.90204844071828,0.1398841888328187,0.5018833930781461,2.239331475464692,0.017817371937639197,0.40089086859688194,0.22939866369710468
2025,raw_edge_baseline,core_strategy,march_only,223,109,114,0,0.48878923766816146,-0.06685690990623724,0.8673607807624165,0.14352277524385368,0.5038473733387683,2.18919638851214,0.017937219730941704,0.4260089686098655,0.4618834080717489
2025,raw_edge_baseline,core_strategy,conference_tournaments,77,42,35,0,0.5454545454545454,0.041322314049586764,0.39579647753073727,0.13114988092234486,0.5081320197172804,1.851517928082814,0.0,0.4155844155844156,0.922077922077922
2025,raw_edge_baseline,core_strategy,ncaa_tournament,32,14,18,0,0.4375,-0.16477272727272727,0.8758606144918929,0.15538908100766996,0.517936036972453,3.435819650927715,0.03125,0.625,1.0
2020,overlap,core_strategy,full,270,171,99,0,0.6333333333333333,0.20909090909090908,0.00018062346761790022,0.163951484193096,0.6129829289528135,5.726610223783807,0.03333333333333333,0.4444444444444444,0.2
