gameid,date,repair_mode,suspicious_rows,home_teamid,away_teamid,shared_possessions_formula
2978,2025-01-08,repair_from_clean_side_and_actual_score,1,347,11,55.8
2992,2025-01-08,repair_from_clean_side_and_actual_score,1,20,51,41.8
3003,2025-01-08,repair_from_clean_side_and_actual_score,1,25,322,54.275
2998,2025-01-08,drop_both_sides_corrupted,2,57,92,
2985,2025-01-08,repair_from_clean_side_and_actual_score,1,33,215,65.55
3004,2025-01-08,repair_from_clean_side_and_actual_score,1,253,153,49.375
3020,2025-01-09,repair_from_clean_side_and_actual_score,1,94,354,64.05
3007,2025-01-09,repair_from_clean_side_and_actual_score,1,217,293,64.075
3022,2025-01-09,repair_from_clean_side_and_actual_score,1,312,56,71.4
3060,2025-01-09,repair_from_clean_side_and_actual_score,1,154,24,63.45
3057,2025-01-09,repair_from_clean_side_and_actual_score,1,245,236,57.275
3010,2025-01-09,repair_from_clean_side_and_actual_score,1,102,258,62.6
3009,2025-01-09,repair_from_clean_side_and_actual_score,1,118,226,58.8
3062,2025-01-09,drop_both_sides_corrupted,2,115,69,
3049,2025-01-09,repair_from_clean_side_and_actual_score,1,204,241,43.7
3073,2025-01-10,repair_from_clean_side_and_actual_score,1,353,81,61.025
3056,2025-01-10,drop_both_sides_corrupted,2,169,343,
3127,2025-01-11,repair_from_clean_side_and_actual_score,1,72,213,63.6
3121,2025-01-11,repair_from_clean_side_and_actual_score,1,42,243,55.7
3126,2025-01-11,repair_from_clean_side_and_actual_score,1,298,125,76.4
3212,2025-01-11,repair_from_clean_side_and_actual_score,1,294,326,64.65
3168,2025-01-11,drop_both_sides_corrupted,2,154,306,
3192,2025-01-11,repair_from_clean_side_and_actual_score,1,185,200,60.7
3124,2025-01-11,repair_from_clean_side_and_actual_score,1,295,292,59.65
3133,2025-01-11,repair_from_clean_side_and_actual_score,1,132,113,52.375
3185,2025-01-11,drop_both_sides_corrupted,2,167,351,
3231,2025-01-11,repair_from_clean_side_and_actual_score,1,274,85,45.075
3190,2025-01-11,drop_both_sides_corrupted,2,248,101,
3177,2025-01-11,repair_from_clean_side_and_actual_score,1,251,151,52.375
3201,2025-01-11,repair_from_clean_side_and_actual_score,1,249,80,51.325
3230,2025-01-11,repair_from_clean_side_and_actual_score,1,70,82,34.9
3149,2025-01-11,drop_both_sides_corrupted,2,9,129,
3209,2025-01-11,repair_from_clean_side_and_actual_score,1,75,299,40.45
3194,2025-01-11,repair_from_clean_side_and_actual_score,1,199,159,47.025
3152,2025-01-11,repair_from_clean_side_and_actual_score,1,215,208,56.225
3186,2025-01-11,repair_from_clean_side_and_actual_score,1,79,3,59.225
3206,2025-01-11,repair_from_clean_side_and_actual_score,1,283,197,42.65
3238,2025-01-12,repair_from_clean_side_and_actual_score,1,109,94,86.7
3128,2025-01-12,repair_from_clean_side_and_actual_score,1,293,5,78.0
3278,2025-01-12,repair_from_clean_side_and_actual_score,1,42,254,61.65
3266,2025-01-12,drop_both_sides_corrupted,2,11,312,
3270,2025-01-12,repair_from_clean_side_and_actual_score,1,236,188,53.275
3136,2025-01-12,repair_from_clean_side_and_actual_score,1,102,344,57.85
3260,2025-01-12,repair_from_clean_side_and_actual_score,1,10,20,69.45
3273,2025-01-12,drop_both_sides_corrupted,2,49,334,
3263,2025-01-12,repair_from_clean_side_and_actual_score,1,258,253,43.425
3309,2025-01-14,repair_from_clean_side_and_actual_score,1,81,41,61.65
3306,2025-01-14,repair_from_clean_side_and_actual_score,1,294,211,65.5
3293,2025-01-14,repair_from_clean_side_and_actual_score,1,175,296,69.175
3296,2025-01-14,repair_from_clean_side_and_actual_score,1,93,356,47.75
3294,2025-01-14,repair_from_clean_side_and_actual_score,1,152,8,43.325
3316,2025-01-15,repair_from_clean_side_and_actual_score,1,135,293,71.725
3346,2025-01-15,repair_from_clean_side_and_actual_score,1,10,312,74.35
3319,2025-01-15,drop_both_sides_corrupted,2,11,20,
3317,2025-01-15,repair_from_clean_side_and_actual_score,1,121,118,55.55
3322,2025-01-15,repair_from_clean_side_and_actual_score,1,286,150,51.9
3340,2025-01-15,drop_both_sides_corrupted,2,25,358,
3311,2025-01-15,repair_from_clean_side_and_actual_score,1,16,174,55.975
3362,2025-01-16,repair_from_clean_side_and_actual_score,1,239,94,65.4
3347,2025-01-16,repair_from_clean_side_and_actual_score,1,125,131,67.225
3399,2025-01-16,repair_from_clean_side_and_actual_score,1,186,154,62.6
3348,2025-01-16,repair_from_clean_side_and_actual_score,1,292,98,55.75
3351,2025-01-16,repair_from_clean_side_and_actual_score,1,343,236,61.65
3398,2025-01-16,repair_from_clean_side_and_actual_score,1,59,505,64.7
3403,2025-01-16,drop_both_sides_corrupted,2,21,143,
3385,2025-01-16,repair_from_clean_side_and_actual_score,1,29,122,53.5
3411,2025-01-17,repair_from_clean_side_and_actual_score,1,71,81,56.325
3424,2025-01-17,repair_from_clean_side_and_actual_score,1,123,42,50.9
3395,2025-01-17,repair_from_clean_side_and_actual_score,1,224,102,71.575
3446,2025-01-17,repair_from_clean_side_and_actual_score,1,104,1,49.85
3417,2025-01-17,drop_both_sides_corrupted,2,283,362,
3435,2025-01-17,repair_from_clean_side_and_actual_score,1,270,201,55.5
3429,2025-01-17,repair_from_clean_side_and_actual_score,1,206,249,51.75
3431,2025-01-17,repair_from_clean_side_and_actual_score,1,13,148,53.225
3456,2025-01-17,repair_from_clean_side_and_actual_score,1,262,330,58.825
3543,2025-01-18,drop_both_sides_corrupted,2,94,268,
3514,2025-01-18,repair_from_clean_side_and_actual_score,1,66,81,71.5
3524,2025-01-18,repair_from_clean_side_and_actual_score,1,83,42,64.975
3469,2025-01-18,repair_from_clean_side_and_actual_score,1,347,125,64.65
3582,2025-01-18,repair_from_clean_side_and_actual_score,1,120,294,72.175
3476,2025-01-18,repair_from_clean_side_and_actual_score,1,312,113,64.225
3491,2025-01-18,repair_from_clean_side_and_actual_score,1,317,154,55.325
3526,2025-01-18,repair_from_clean_side_and_actual_score,1,200,281,64.125
3473,2025-01-18,repair_from_clean_side_and_actual_score,1,336,292,60.025
3478,2025-01-18,repair_from_clean_side_and_actual_score,1,223,236,67.075
3576,2025-01-18,repair_from_clean_side_and_actual_score,1,23,175,75.175
3499,2025-01-18,repair_from_clean_side_and_actual_score,1,298,11,65.6
3489,2025-01-18,repair_from_clean_side_and_actual_score,1,138,55,51.9
3559,2025-01-18,repair_from_clean_side_and_actual_score,1,183,238,51.475
3461,2025-01-18,repair_from_clean_side_and_actual_score,1,105,244,51.65
3538,2025-01-18,repair_from_clean_side_and_actual_score,1,13,100,53.75
3534,2025-01-18,repair_from_clean_side_and_actual_score,1,269,202,53.6
3504,2025-01-18,repair_from_clean_side_and_actual_score,1,67,584,59.75
3467,2025-01-18,drop_both_sides_corrupted,2,191,25,
3500,2025-01-18,drop_both_sides_corrupted,2,168,248,
3565,2025-01-18,repair_from_clean_side_and_actual_score,1,290,77,58.75
3535,2025-01-18,repair_from_clean_side_and_actual_score,1,348,320,50.75
3465,2025-01-18,repair_from_clean_side_and_actual_score,1,313,124,46.125
3477,2025-01-19,repair_from_clean_side_and_actual_score,1,293,136,65.55
3481,2025-01-19,repair_from_clean_side_and_actual_score,1,102,261,79.5
3619,2025-01-19,repair_from_clean_side_and_actual_score,1,20,287,66.075
3595,2025-01-19,repair_from_clean_side_and_actual_score,1,145,37,58.025
3594,2025-01-19,repair_from_clean_side_and_actual_score,1,143,17,50.85
3612,2025-01-19,repair_from_clean_side_and_actual_score,1,308,35,60.225
3604,2025-01-19,repair_from_clean_side_and_actual_score,1,263,279,54.55
3607,2025-01-19,repair_from_clean_side_and_actual_score,1,104,288,53.875
3645,2025-01-20,repair_from_clean_side_and_actual_score,1,196,830,58.125
3646,2025-01-20,drop_both_sides_corrupted,2,191,92,
3655,2025-01-21,repair_from_clean_side_and_actual_score,1,112,294,66.35
3650,2025-01-21,drop_both_sides_corrupted,2,85,175,
3674,2025-01-22,drop_both_sides_corrupted,2,125,312,
3684,2025-01-22,repair_from_clean_side_and_actual_score,1,342,200,69.825
3658,2025-01-22,repair_from_clean_side_and_actual_score,1,292,174,58.275
3671,2025-01-22,repair_from_clean_side_and_actual_score,1,236,216,65.075
3683,2025-01-22,repair_from_clean_side_and_actual_score,1,218,11,61.45
3664,2025-01-22,repair_from_clean_side_and_actual_score,1,73,64,45.275
3675,2025-01-22,repair_from_clean_side_and_actual_score,1,263,157,49.7
3670,2025-01-22,drop_both_sides_corrupted,2,33,3,
3682,2025-01-22,repair_from_clean_side_and_actual_score,1,248,150,54.6
3726,2025-01-23,repair_from_clean_side_and_actual_score,1,220,293,73.9
3700,2025-01-23,repair_from_clean_side_and_actual_score,1,94,319,64.7
3736,2025-01-23,repair_from_clean_side_and_actual_score,1,318,154,75.175
3727,2025-01-23,repair_from_clean_side_and_actual_score,1,20,132,58.275
3733,2025-01-23,repair_from_clean_side_and_actual_score,1,281,168,46.75
3711,2025-01-23,repair_from_clean_side_and_actual_score,1,99,54,53.7
3717,2025-01-23,repair_from_clean_side_and_actual_score,1,75,348,45.6
3750,2025-01-24,repair_from_clean_side_and_actual_score,1,81,178,69.875
3759,2025-01-24,repair_from_clean_side_and_actual_score,1,42,250,68.925
3796,2025-01-24,repair_from_clean_side_and_actual_score,1,361,740,61.8
3853,2025-01-25,repair_from_clean_side_and_actual_score,1,295,293,62.075
3826,2025-01-25,repair_from_clean_side_and_actual_score,1,42,156,49.95
3830,2025-01-25,repair_from_clean_side_and_actual_score,1,10,125,68.55
3893,2025-01-25,repair_from_clean_side_and_actual_score,1,294,195,67.5
3870,2025-01-25,drop_both_sides_corrupted,2,312,287,
3851,2025-01-25,repair_from_clean_side_and_actual_score,1,200,26,74.65
3807,2025-01-25,repair_from_clean_side_and_actual_score,1,236,170,55.125
3857,2025-01-25,repair_from_clean_side_and_actual_score,1,11,56,62.8
3891,2025-01-25,repair_from_clean_side_and_actual_score,1,331,20,54.5
3894,2025-01-25,repair_from_clean_side_and_actual_score,1,246,120,52.75
3847,2025-01-25,drop_both_sides_corrupted,2,3,167,
3802,2025-01-25,repair_from_clean_side_and_actual_score,1,140,44,49.75
3831,2025-01-25,repair_from_clean_side_and_actual_score,1,109,354,52.125
3876,2025-01-25,repair_from_clean_side_and_actual_score,1,2,329,52.075
3909,2025-01-25,repair_from_clean_side_and_actual_score,1,326,162,48.375
3837,2025-01-25,repair_from_clean_side_and_actual_score,1,360,107,50.475
3803,2025-01-25,drop_both_sides_corrupted,2,210,172,
3921,2025-01-25,repair_from_clean_side_and_actual_score,1,339,213,41.85
3918,2025-01-25,repair_from_clean_side_and_actual_score,1,256,356,44.75
3929,2025-01-26,repair_from_clean_side_and_actual_score,1,81,46,55.125
3941,2025-01-26,repair_from_clean_side_and_actual_score,1,16,292,63.025
3938,2025-01-26,repair_from_clean_side_and_actual_score,1,230,102,48.75
3908,2025-01-26,repair_from_clean_side_and_actual_score,1,175,103,53.975
3961,2025-01-26,repair_from_clean_side_and_actual_score,1,355,188,54.425
3948,2025-01-26,repair_from_clean_side_and_actual_score,1,330,104,49.225
3962,2025-01-26,repair_from_clean_side_and_actual_score,1,163,305,64.5
3928,2025-01-26,repair_from_clean_side_and_actual_score,1,219,54,46.7
3964,2025-01-26,drop_both_sides_corrupted,2,44,50,
3926,2025-01-26,repair_from_clean_side_and_actual_score,1,141,138,48.6
3988,2025-01-28,repair_from_clean_side_and_actual_score,1,72,185,68.325
3991,2025-01-28,drop_both_sides_corrupted,2,11,125,
3986,2025-01-28,repair_from_clean_side_and_actual_score,1,294,162,67.125
3984,2025-01-28,drop_both_sides_corrupted,2,216,124,
4012,2025-01-29,repair_from_clean_side_and_actual_score,1,293,217,61.925
4015,2025-01-29,repair_from_clean_side_and_actual_score,1,229,200,64.5
3993,2025-01-29,repair_from_clean_side_and_actual_score,1,292,135,66.4
4020,2025-01-29,repair_from_clean_side_and_actual_score,1,102,224,47.85
4006,2025-01-29,repair_from_clean_side_and_actual_score,1,131,312,71.25
4013,2025-01-29,repair_from_clean_side_and_actual_score,1,18,20,69.35
4002,2025-01-29,repair_from_clean_side_and_actual_score,1,134,28,44.85
4030,2025-01-30,repair_from_clean_side_and_actual_score,1,94,147,69.975
4073,2025-01-30,repair_from_clean_side_and_actual_score,1,154,190,44.375
4050,2025-01-30,repair_from_clean_side_and_actual_score,1,348,49,59.85
4069,2025-01-30,repair_from_clean_side_and_actual_score,1,261,253,43.275
4052,2025-01-30,repair_from_clean_side_and_actual_score,1,164,299,48.275
4094,2025-01-31,repair_from_clean_side_and_actual_score,1,81,110,63.075
4091,2025-01-31,repair_from_clean_side_and_actual_score,1,198,321,49.6
4092,2025-01-31,repair_from_clean_side_and_actual_score,1,41,353,53.775
4127,2025-01-31,drop_both_sides_corrupted,2,39,1,
4088,2025-01-31,drop_both_sides_corrupted,2,244,115,
4095,2025-01-31,repair_from_clean_side_and_actual_score,1,106,205,49.8
4168,2025-02-01,repair_from_clean_side_and_actual_score,1,354,94,79.0
4164,2025-02-01,repair_from_clean_side_and_actual_score,1,125,132,67.025
4245,2025-02-01,repair_from_clean_side_and_actual_score,1,326,294,73.925
4180,2025-02-01,repair_from_clean_side_and_actual_score,1,337,154,57.175
4145,2025-02-01,repair_from_clean_side_and_actual_score,1,292,87,56.075
4144,2025-02-01,repair_from_clean_side_and_actual_score,1,236,121,66.6
4143,2025-02-01,repair_from_clean_side_and_actual_score,1,42,194,64.125
4261,2025-02-01,repair_from_clean_side_and_actual_score,1,14,175,64.35
4151,2025-02-01,repair_from_clean_side_and_actual_score,1,10,11,74.65
4207,2025-02-01,repair_from_clean_side_and_actual_score,1,312,18,73.025
4205,2025-02-01,repair_from_clean_side_and_actual_score,1,20,131,75.025
4209,2025-02-01,repair_from_clean_side_and_actual_score,1,333,242,42.325
4206,2025-02-01,repair_from_clean_side_and_actual_score,1,25,92,50.225
4157,2025-02-01,repair_from_clean_side_and_actual_score,1,41,110,43.325
4259,2025-02-01,repair_from_clean_side_and_actual_score,1,136,295,51.75
4200,2025-02-01,repair_from_clean_side_and_actual_score,1,217,336,63.325
4170,2025-02-01,repair_from_clean_side_and_actual_score,1,305,48,52.55
4204,2025-02-01,repair_from_clean_side_and_actual_score,1,5,98,60.025
4181,2025-02-01,drop_both_sides_corrupted,2,186,31,
4251,2025-02-01,repair_from_clean_side_and_actual_score,1,227,360,56.325
4255,2025-02-01,drop_both_sides_corrupted,2,179,249,
4159,2025-02-01,repair_from_clean_side_and_actual_score,1,88,283,43.75
4248,2025-02-01,repair_from_clean_side_and_actual_score,1,248,281,50.175
4196,2025-02-01,repair_from_clean_side_and_actual_score,1,350,192,51.75
4150,2025-02-01,repair_from_clean_side_and_actual_score,1,174,177,47.65
4279,2025-02-02,repair_from_clean_side_and_actual_score,1,266,293,64.7
4264,2025-02-02,repair_from_clean_side_and_actual_score,1,81,205,61.075
4288,2025-02-02,repair_from_clean_side_and_actual_score,1,253,102,55.45
4284,2025-02-02,repair_from_clean_side_and_actual_score,1,311,145,49.65
4265,2025-02-02,repair_from_clean_side_and_actual_score,1,261,225,46.275
4280,2025-02-02,drop_both_sides_corrupted,2,197,43,
4273,2025-02-02,repair_from_clean_side_and_actual_score,1,38,36,54.075
4304,2025-02-02,drop_both_sides_corrupted,2,209,29,
4312,2025-02-03,repair_from_clean_side_and_actual_score,1,141,55,55.375
4325,2025-02-04,repair_from_clean_side_and_actual_score,1,131,125,52.225
4320,2025-02-04,repair_from_clean_side_and_actual_score,1,76,294,56.7
4336,2025-02-05,repair_from_clean_side_and_actual_score,1,124,236,65.6
4363,2025-02-05,repair_from_clean_side_and_actual_score,1,18,11,73.65
4354,2025-02-05,repair_from_clean_side_and_actual_score,1,298,20,65.75
4342,2025-02-05,drop_both_sides_corrupted,2,215,351,
4340,2025-02-05,repair_from_clean_side_and_actual_score,1,333,137,48.8
4352,2025-02-05,repair_from_clean_side_and_actual_score,1,16,217,54.5
4377,2025-02-06,repair_from_clean_side_and_actual_score,1,312,51,72.025
4420,2025-02-06,repair_from_clean_side_and_actual_score,1,154,186,59.5
4372,2025-02-06,repair_from_clean_side_and_actual_score,1,292,177,64.775
4401,2025-02-06,repair_from_clean_side_and_actual_score,1,256,164,59.975
4387,2025-02-06,repair_from_clean_side_and_actual_score,1,54,265,43.425
4388,2025-02-06,drop_both_sides_corrupted,2,100,316,
4386,2025-02-06,repair_from_clean_side_and_actual_score,1,32,8,46.7
4395,2025-02-06,repair_from_clean_side_and_actual_score,1,237,357,58.025
4367,2025-02-07,repair_from_clean_side_and_actual_score,1,319,94,64.4
4434,2025-02-07,repair_from_clean_side_and_actual_score,1,41,81,55.275
4464,2025-02-07,repair_from_clean_side_and_actual_score,1,102,153,57.65
4440,2025-02-07,repair_from_clean_side_and_actual_score,1,238,42,60.65
4465,2025-02-07,repair_from_clean_side_and_actual_score,1,230,261,50.275
4453,2025-02-07,repair_from_clean_side_and_actual_score,1,332,324,49.075
4449,2025-02-07,repair_from_clean_side_and_actual_score,1,181,272,42.975
4475,2025-02-07,repair_from_clean_side_and_actual_score,1,262,288,46.175
4471,2025-02-07,drop_both_sides_corrupted,2,38,37,
4525,2025-02-08,repair_from_clean_side_and_actual_score,1,94,47,56.3
4553,2025-02-08,repair_from_clean_side_and_actual_score,1,177,293,64.5
4596,2025-02-08,repair_from_clean_side_and_actual_score,1,52,72,58.45
4604,2025-02-08,repair_from_clean_side_and_actual_score,1,46,81,73.15
4499,2025-02-08,repair_from_clean_side_and_actual_score,1,125,287,46.6
4602,2025-02-08,repair_from_clean_side_and_actual_score,1,282,294,63.125
4561,2025-02-08,repair_from_clean_side_and_actual_score,1,200,229,63.55
4492,2025-02-08,repair_from_clean_side_and_actual_score,1,217,292,49.75
4478,2025-02-08,drop_both_sides_corrupted,2,236,323,
4551,2025-02-08,repair_from_clean_side_and_actual_score,1,166,42,54.55
4490,2025-02-08,repair_from_clean_side_and_actual_score,1,126,175,68.65
4528,2025-02-08,drop_both_sides_corrupted,2,20,312,
4526,2025-02-08,repair_from_clean_side_and_actual_score,1,267,516,60.45
4494,2025-02-08,repair_from_clean_side_and_actual_score,1,135,266,51.175
4564,2025-02-08,repair_from_clean_side_and_actual_score,1,2,191,53.85
4590,2025-02-08,drop_both_sides_corrupted,2,17,43,
4569,2025-02-08,repair_from_clean_side_and_actual_score,1,283,78,43.7
4533,2025-02-08,repair_from_clean_side_and_actual_score,1,60,360,62.8
4598,2025-02-08,repair_from_clean_side_and_actual_score,1,173,118,52.275
4495,2025-02-08,drop_both_sides_corrupted,2,304,86,
4615,2025-02-09,drop_both_sides_corrupted,2,225,102,
4634,2025-02-09,repair_from_clean_side_and_actual_score,1,11,298,69.75
4610,2025-02-09,repair_from_clean_side_and_actual_score,1,357,115,58.5
4661,2025-02-11,repair_from_clean_side_and_actual_score,1,139,294,63.025
4651,2025-02-11,repair_from_clean_side_and_actual_score,1,52,200,66.325
4649,2025-02-11,repair_from_clean_side_and_actual_score,1,7,175,64.925
4664,2025-02-11,repair_from_clean_side_and_actual_score,1,113,20,47.65
4666,2025-02-11,drop_both_sides_corrupted,2,189,92,
4648,2025-02-11,repair_from_clean_side_and_actual_score,1,126,14,51.175
4693,2025-02-12,repair_from_clean_side_and_actual_score,1,293,98,54.125
4668,2025-02-12,drop_both_sides_corrupted,2,312,125,
4670,2025-02-12,repair_from_clean_side_and_actual_score,1,135,292,63.65
4671,2025-02-12,repair_from_clean_side_and_actual_score,1,170,236,64.35
4710,2025-02-12,repair_from_clean_side_and_actual_score,1,194,42,61.5
4684,2025-02-12,repair_from_clean_side_and_actual_score,1,132,11,75.35
4690,2025-02-12,drop_both_sides_corrupted,2,295,5,
4698,2025-02-12,repair_from_clean_side_and_actual_score,1,323,226,53.4
4699,2025-02-12,repair_from_clean_side_and_actual_score,1,322,2,45.75
4678,2025-02-12,repair_from_clean_side_and_actual_score,1,167,300,65.925
4741,2025-02-13,repair_from_clean_side_and_actual_score,1,72,40,60.7
4712,2025-02-13,repair_from_clean_side_and_actual_score,1,185,150,46.9
4738,2025-02-13,repair_from_clean_side_and_actual_score,1,216,343,52.175
4751,2025-02-13,drop_both_sides_corrupted,2,31,186,
4765,2025-02-14,repair_from_clean_side_and_actual_score,1,81,198,61.8
4805,2025-02-14,repair_from_clean_side_and_actual_score,1,102,259,69.6
4783,2025-02-14,repair_from_clean_side_and_actual_score,1,143,283,58.85
4803,2025-02-14,repair_from_clean_side_and_actual_score,1,153,225,46.85
4777,2025-02-14,repair_from_clean_side_and_actual_score,1,1,262,54.225
4760,2025-02-14,drop_both_sides_corrupted,2,100,219,
4757,2025-02-14,repair_from_clean_side_and_actual_score,1,84,50,51.9
4915,2025-02-15,repair_from_clean_side_and_actual_score,1,268,94,73.125
4825,2025-02-15,repair_from_clean_side_and_actual_score,1,293,12,63.65
4886,2025-02-15,repair_from_clean_side_and_actual_score,1,125,51,67.275
4873,2025-02-15,repair_from_clean_side_and_actual_score,1,56,312,68.125
4906,2025-02-15,repair_from_clean_side_and_actual_score,1,294,120,57.275
4853,2025-02-15,repair_from_clean_side_and_actual_score,1,154,337,59.225
4926,2025-02-15,repair_from_clean_side_and_actual_score,1,286,200,70.5
4832,2025-02-15,repair_from_clean_side_and_actual_score,1,292,336,62.75
4833,2025-02-15,repair_from_clean_side_and_actual_score,1,236,355,61.55
4842,2025-02-15,repair_from_clean_side_and_actual_score,1,11,113,62.325
4843,2025-02-15,repair_from_clean_side_and_actual_score,1,20,347,70.225
4874,2025-02-15,repair_from_clean_side_and_actual_score,1,218,298,48.8
4860,2025-02-15,drop_both_sides_corrupted,2,301,178,
4900,2025-02-15,repair_from_clean_side_and_actual_score,1,36,37,50.85
4895,2025-02-15,repair_from_clean_side_and_actual_score,1,57,358,47.85
4916,2025-02-15,repair_from_clean_side_and_actual_score,1,62,60,56.85
4827,2025-02-15,repair_from_clean_side_and_actual_score,1,90,52,44.9
4891,2025-02-15,repair_from_clean_side_and_actual_score,1,267,182,50.275
4940,2025-02-16,repair_from_clean_side_and_actual_score,1,321,81,59.9
4965,2025-02-16,drop_both_sides_corrupted,2,102,228,
4975,2025-02-16,repair_from_clean_side_and_actual_score,1,42,183,65.175
4938,2025-02-16,repair_from_clean_side_and_actual_score,1,175,4,62.35
4962,2025-02-16,repair_from_clean_side_and_actual_score,1,257,25,36.425
4946,2025-02-16,drop_both_sides_corrupted,2,360,234,
4964,2025-02-16,drop_both_sides_corrupted,2,230,153,
4966,2025-02-16,drop_both_sides_corrupted,2,258,259,
4967,2025-02-16,drop_both_sides_corrupted,2,253,344,
4961,2025-02-16,drop_both_sides_corrupted,2,331,131,
4954,2025-02-16,drop_both_sides_corrupted,2,87,266,
4990,2025-02-16,repair_from_clean_side_and_actual_score,1,160,124,58.425
5009,2025-02-18,repair_from_clean_side_and_actual_score,1,339,72,58.75
5010,2025-02-18,repair_from_clean_side_and_actual_score,1,294,112,61.275
5012,2025-02-18,drop_both_sides_corrupted,2,20,11,
5016,2025-02-18,drop_both_sides_corrupted,2,21,17,
4995,2025-02-18,repair_from_clean_side_and_actual_score,1,14,4,64.65
5005,2025-02-18,repair_from_clean_side_and_actual_score,1,267,59,54.225
5020,2025-02-19,repair_from_clean_side_and_actual_score,1,174,293,59.6
5032,2025-02-19,repair_from_clean_side_and_actual_score,1,125,56,50.7
5019,2025-02-19,repair_from_clean_side_and_actual_score,1,169,236,53.125
5027,2025-02-19,drop_both_sides_corrupted,2,33,351,
5046,2025-02-19,repair_from_clean_side_and_actual_score,1,333,161,42.85
5040,2025-02-19,drop_both_sides_corrupted,2,18,131,
5039,2025-02-19,repair_from_clean_side_and_actual_score,1,157,263,43.375
5018,2025-02-19,drop_both_sides_corrupted,2,87,217,
5049,2025-02-19,repair_from_clean_side_and_actual_score,1,334,356,48.325
5045,2025-02-19,drop_both_sides_corrupted,2,257,92,
5056,2025-02-20,repair_from_clean_side_and_actual_score,1,147,94,68.65
5090,2025-02-20,repair_from_clean_side_and_actual_score,1,218,312,81.3
5060,2025-02-20,repair_from_clean_side_and_actual_score,1,200,185,69.6
5101,2025-02-20,repair_from_clean_side_and_actual_score,1,306,154,66.975
5093,2025-02-20,repair_from_clean_side_and_actual_score,1,344,102,57.85
5092,2025-02-20,drop_both_sides_corrupted,2,329,260,
5057,2025-02-20,repair_from_clean_side_and_actual_score,1,109,47,53.375
5066,2025-02-20,repair_from_clean_side_and_actual_score,1,97,235,58.175
5099,2025-02-20,drop_both_sides_corrupted,2,24,190,
5059,2025-02-20,drop_both_sides_corrupted,2,213,248,
5116,2025-02-21,repair_from_clean_side_and_actual_score,1,81,301,67.325
5145,2025-02-21,repair_from_clean_side_and_actual_score,1,311,37,46.9
5146,2025-02-21,drop_both_sides_corrupted,2,309,145,
5134,2025-02-21,repair_from_clean_side_and_actual_score,1,272,349,59.225
5054,2025-02-21,repair_from_clean_side_and_actual_score,1,239,319,42.7
5126,2025-02-21,drop_both_sides_corrupted,2,207,80,
5111,2025-02-21,repair_from_clean_side_and_actual_score,1,129,100,50.65
5189,2025-02-22,repair_from_clean_side_and_actual_score,1,94,109,56.025
5176,2025-02-22,drop_both_sides_corrupted,2,293,292,
5187,2025-02-22,repair_from_clean_side_and_actual_score,1,113,125,61.8
5253,2025-02-22,repair_from_clean_side_and_actual_score,1,162,294,49.75
5197,2025-02-22,repair_from_clean_side_and_actual_score,1,24,154,58.85
5221,2025-02-22,repair_from_clean_side_and_actual_score,1,200,339,61.225
5166,2025-02-22,repair_from_clean_side_and_actual_score,1,156,42,60.025
5220,2025-02-22,repair_from_clean_side_and_actual_score,1,56,20,64.975
5273,2025-02-22,drop_both_sides_corrupted,2,344,261,
5207,2025-02-22,repair_from_clean_side_and_actual_score,1,215,3,52.8
5212,2025-02-22,drop_both_sides_corrupted,2,13,316,
5154,2025-02-22,repair_from_clean_side_and_actual_score,1,30,58,50.8
5219,2025-02-22,repair_from_clean_side_and_actual_score,1,131,218,54.85
5186,2025-02-22,repair_from_clean_side_and_actual_score,1,351,45,48.85
5246,2025-02-22,repair_from_clean_side_and_actual_score,1,246,76,51.375
5245,2025-02-22,drop_both_sides_corrupted,2,337,318,
5307,2025-02-23,repair_from_clean_side_and_actual_score,1,121,236,57.275
5175,2025-02-23,repair_from_clean_side_and_actual_score,1,102,253,61.7
5318,2025-02-23,repair_from_clean_side_and_actual_score,1,264,42,77.5
5168,2025-02-23,repair_from_clean_side_and_actual_score,1,11,18,67.75
5277,2025-02-23,repair_from_clean_side_and_actual_score,1,81,353,67.275
5324,2025-02-23,repair_from_clean_side_and_actual_score,1,312,331,68.8
5301,2025-02-23,repair_from_clean_side_and_actual_score,1,310,108,47.325
5274,2025-02-23,repair_from_clean_side_and_actual_score,1,360,58,56.275
5312,2025-02-23,repair_from_clean_side_and_actual_score,1,32,15,46.9
207585,2025-02-24,repair_from_clean_side_and_actual_score,1,106,285,47.325
5342,2025-02-25,repair_from_clean_side_and_actual_score,1,195,294,55.875
5330,2025-02-25,repair_from_clean_side_and_actual_score,1,90,200,62.975
5339,2025-02-25,drop_both_sides_corrupted,2,17,143,
5333,2025-02-25,repair_from_clean_side_and_actual_score,1,162,326,56.475
5357,2025-02-26,repair_from_clean_side_and_actual_score,1,168,72,77.125
5373,2025-02-26,repair_from_clean_side_and_actual_score,1,218,125,69.55
5379,2025-02-26,repair_from_clean_side_and_actual_score,1,136,292,57.75
5389,2025-02-26,repair_from_clean_side_and_actual_score,1,261,102,66.025
5361,2025-02-26,repair_from_clean_side_and_actual_score,1,51,20,57.275
5381,2025-02-26,repair_from_clean_side_and_actual_score,1,355,343,47.475
5382,2025-02-26,drop_both_sides_corrupted,2,177,266,
5367,2025-02-26,repair_from_clean_side_and_actual_score,1,134,300,50.7
