awayConference,awayScore,awayTeam_x,awayTeamId_x,gameId,homeConference,homeScore,homeTeam_x,homeTeamId_x,season,seasonType,startDate_x,source_key,source_asof,provider,spread,overUnder,homeMoneyline,awayMoneyline,spreadOpen,overUnderOpen,startDate_y,homeTeam_y,awayTeam_y,homeTeamId_y,awayTeamId_y,spread_sign_for_votes,repair_action,repair_confidence,repair_reason,majority_sign_sum,provider_count,homeTeam,awayTeam,homeTeamId,awayTeamId,neutralSite,startDate,confidence,reason_flag,rating_edge
SoCon,62.0,UNC Greensboro,320,30269,Big 12,74.0,Kansas,131,2020,regular,2019-11-09T02:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-14.5,139.5,-1508.0,786.0,,,2019-11-09T02:00:00.000Z,Kansas,UNC Greensboro,131,320,-1.0,keep,none,,-3.0,3.0,Kansas,UNC Greensboro,131,320,False,2019-11-09T02:00:00.000Z,low,extreme_rating_context_conflict,-23.3179
MAAC,74.0,Monmouth,178,30368,CAA,94.0,Hofstra,110,2020,regular,2019-11-09T21:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-6.5,146.0,-293.0,226.0,,,2019-11-09T21:00:00.000Z,Hofstra,Monmouth,110,178,-1.0,keep,none,,-3.0,3.0,Hofstra,Monmouth,110,178,False,2019-11-09T21:00:00.000Z,low,extreme_rating_context_conflict,-12.0092
MVC,59.0,Drake,70,30456,American,81.0,Cincinnati,51,2020,regular,2019-11-12T00:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-12.0,140.5,-911.0,552.0,,,2019-11-12T00:00:00.000Z,Cincinnati,Drake,51,70,-1.0,keep,none,,-3.0,3.0,Cincinnati,Drake,51,70,False,2019-11-12T00:00:00.000Z,low,extreme_rating_context_conflict,-21.5706
SWAC,48.0,Prairie View A&M,232,30516,Sun Belt,75.0,Texas State,297,2020,regular,2019-11-13T01:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-11.5,143.0,-722.0,460.0,,,2019-11-13T01:00:00.000Z,Texas State,Prairie View A&M,297,232,-1.0,keep,none,,-3.0,3.0,Texas State,Prairie View A&M,297,232,False,2019-11-13T01:00:00.000Z,low,extreme_rating_context_conflict,-24.6898
Patriot,54.0,Colgate,55,30573,ACC,70.0,Syracuse,286,2020,regular,2019-11-14T00:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-9.0,137.0,-453.0,325.0,,,2019-11-14T00:00:00.000Z,Syracuse,Colgate,286,55,-1.0,keep,none,,-3.0,3.0,Syracuse,Colgate,286,55,False,2019-11-14T00:00:00.000Z,low,extreme_rating_context_conflict,-19.8898
Big Sky,59.0,Montana State,180,30632,Sun Belt,56.0,App State,9,2020,regular,2019-11-15T21:30:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-15.0,136.5,-1774.0,874.0,,,2019-11-15T21:30:00.000Z,App State,Montana State,9,180,-1.0,keep,none,,-3.0,3.0,App State,Montana State,9,180,True,2019-11-15T21:30:00.000Z,low,extreme_rating_context_conflict,-27.482100000000003
NEC,46.0,Merrimack,166,30633,Ivy,55.0,Dartmouth,62,2020,regular,2019-11-15T21:30:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-7.0,135.0,-315.0,238.0,,,2019-11-15T21:30:00.000Z,Dartmouth,Merrimack,62,166,-1.0,keep,none,,-3.0,3.0,Dartmouth,Merrimack,62,166,True,2019-11-15T21:30:00.000Z,low,extreme_rating_context_conflict,-46.1962
MEAC,69.0,Coppin State,59,30642,MAC,81.0,Northern Illinois,208,2020,regular,2019-11-16T00:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-13.0,141.5,-1285.0,689.0,,,2019-11-16T00:00:00.000Z,Northern Illinois,Coppin State,208,59,-1.0,keep,none,,-3.0,3.0,Northern Illinois,Coppin State,208,59,False,2019-11-16T00:00:00.000Z,low,extreme_rating_context_conflict,-19.297700000000003
ASUN,36.0,Lipscomb,143,30648,A-10,58.0,Duquesne,73,2020,regular,2019-11-16T00:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-9.5,146.5,-576.0,386.0,,,2019-11-16T00:00:00.000Z,Duquesne,Lipscomb,73,143,-1.0,keep,none,,-3.0,3.0,Duquesne,Lipscomb,73,143,False,2019-11-16T00:00:00.000Z,low,extreme_rating_context_conflict,-61.416399999999996
ASUN,68.0,Florida Gulf Coast,88,30658,SoCon,84.0,Mercer,164,2020,regular,2019-11-16T00:30:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-6.0,145.0,-268.0,206.0,,,2019-11-16T00:30:00.000Z,Mercer,Florida Gulf Coast,164,88,-1.0,keep,none,,-3.0,3.0,Mercer,Florida Gulf Coast,164,88,False,2019-11-16T00:30:00.000Z,low,extreme_rating_context_conflict,-19.4018
MAC,54.0,Ohio,215,30684,Big East,78.0,Villanova,338,2020,regular,2019-11-16T17:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-19.0,131.5,-4758.0,1280.0,,,2019-11-16T17:00:00.000Z,Villanova,Ohio,338,215,-1.0,keep,none,,-3.0,3.0,Villanova,Ohio,338,215,False,2019-11-16T17:00:00.000Z,low,extreme_rating_context_conflict,-19.160899999999998
MAAC,52.0,Quinnipiac,238,30706,ACC,80.0,Miami,168,2020,regular,2019-11-16T19:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-16.0,144.5,-2151.0,977.0,,,2019-11-16T19:00:00.000Z,Miami,Quinnipiac,168,238,-1.0,keep,none,,-3.0,3.0,Miami,Quinnipiac,168,238,False,2019-11-16T19:00:00.000Z,low,extreme_rating_context_conflict,-13.9862
CUSA,72.0,Louisiana Tech,149,30732,Big East,82.0,Creighton,61,2020,regular,2019-11-16T23:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-8.0,145.0,-398.0,292.0,,,2019-11-16T23:00:00.000Z,Creighton,Louisiana Tech,61,149,-1.0,keep,none,,-3.0,3.0,Creighton,Louisiana Tech,61,149,False,2019-11-16T23:00:00.000Z,low,extreme_rating_context_conflict,-46.028999999999996
Big West,51.0,UC Riverside,309,30789,WCC,58.0,Pacific,225,2020,regular,2019-11-17T23:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-7.0,115.0,-333.0,257.0,,,2019-11-17T23:00:00.000Z,Pacific,UC Riverside,225,309,-1.0,keep,none,,-3.0,3.0,Pacific,UC Riverside,225,309,False,2019-11-17T23:00:00.000Z,low,extreme_rating_context_conflict,-17.6311
Sun Belt,83.0,Georgia State,100,30794,Big East,91.0,Georgetown,97,2020,regular,2019-11-18T00:30:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-11.0,152.5,-683.0,458.0,,,2019-11-18T00:30:00.000Z,Georgetown,Georgia State,97,100,-1.0,keep,none,,-3.0,3.0,Georgetown,Georgia State,97,100,False,2019-11-18T00:30:00.000Z,low,extreme_rating_context_conflict,-14.8185
Big South,48.0,Longwood,147,30825,MAC,65.0,Northern Illinois,208,2020,regular,2019-11-19T01:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-6.5,138.5,-297.0,228.0,,,2019-11-19T01:00:00.000Z,Northern Illinois,Longwood,208,147,-1.0,keep,none,,-3.0,3.0,Northern Illinois,Longwood,208,147,False,2019-11-19T01:00:00.000Z,low,extreme_rating_context_conflict,-18.696199999999997
Ivy,75.0,Pennsylvania,227,30849,Patriot,86.0,Lafayette,138,2020,regular,2019-11-20T00:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,7.0,143.0,239.0,-315.0,,,2019-11-20T00:00:00.000Z,Lafayette,Pennsylvania,138,227,1.0,keep,none,,3.0,3.0,Lafayette,Pennsylvania,138,227,False,2019-11-20T00:00:00.000Z,low,extreme_rating_context_conflict,33.5275
Big East,98.0,Villanova,338,30945,CUSA,69.0,Middle Tennessee,171,2020,regular,2019-11-21T16:30:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-19.0,148.5,1218.0,129.0,,,2019-11-21T16:30:00.000Z,Middle Tennessee,Villanova,171,338,-1.0,keep,none,,1.0,3.0,Middle Tennessee,Villanova,171,338,True,2019-11-21T16:30:00.000Z,low,extreme_rating_context_conflict,-31.4663
MAAC,75.0,Iona,123,31102,ASUN,52.0,Kennesaw State,133,2020,regular,2019-11-23T23:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-11.5,146.5,510.0,-166.0,,,2019-11-23T23:00:00.000Z,Kennesaw State,Iona,133,123,-1.0,keep,none,,1.0,3.0,Kennesaw State,Iona,133,123,True,2019-11-23T23:00:00.000Z,low,extreme_rating_context_conflict,-23.743299999999998
Big Sky,77.0,Sacramento State,249,31120,WCC,72.0,Pepperdine,228,2020,regular,2019-11-24T03:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-9.5,142.5,-581.0,404.0,,,2019-11-24T03:00:00.000Z,Pepperdine,Sacramento State,228,249,-1.0,keep,none,,-3.0,3.0,Pepperdine,Sacramento State,228,249,False,2019-11-24T03:00:00.000Z,low,extreme_rating_context_conflict,-30.298499999999997
Pac-12,45.0,Arizona State,10,31129,ACC,48.0,Virginia,339,2020,regular,2019-11-24T18:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,7.5,124.5,-159.0,251.0,,,2019-11-24T18:00:00.000Z,Virginia,Arizona State,339,10,1.0,keep,none,,0.0,2.0,Virginia,Arizona State,339,10,True,2019-11-24T18:00:00.000Z,low,extreme_rating_context_conflict,16.0703
OVC,69.0,Murray State,184,31231,Big Sky,68.0,Weber State,345,2020,regular,2019-11-26T18:30:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-7.5,128.0,243.0,-164.0,,,2019-11-26T18:30:00.000Z,Weber State,Murray State,345,184,-1.0,keep,none,,0.0,2.0,Weber State,Murray State,345,184,True,2019-11-26T18:30:00.000Z,low,extreme_rating_context_conflict,-42.423
MEAC,48.0,North Carolina Central,199,31279,MVC,64.0,Southern Illinois,273,2020,regular,2019-11-27T01:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-8.0,125.5,-374.0,281.0,,,2019-11-27T01:00:00.000Z,Southern Illinois,North Carolina Central,273,199,-1.0,keep,none,,-3.0,3.0,Southern Illinois,North Carolina Central,273,199,False,2019-11-27T01:00:00.000Z,low,extreme_rating_context_conflict,-13.777899999999999
Mountain West,48.0,San José State,260,31349,Pac-12,83.0,Oregon State,224,2020,regular,2019-11-28T04:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,20.0,142.0,162.0,1295.0,,,2019-11-28T04:00:00.000Z,Oregon State,San José State,224,260,1.0,keep,none,,3.0,3.0,Oregon State,San José State,224,260,True,2019-11-28T04:00:00.000Z,low,extreme_rating_context_conflict,16.415
Big East,65.0,Providence,235,31356,Big West,66.0,Long Beach State,145,2020,regular,2019-11-28T19:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-16.5,146.0,910.0,-132.0,,,2019-11-28T19:00:00.000Z,Long Beach State,Providence,145,235,-1.0,keep,none,,1.0,3.0,Long Beach State,Providence,145,235,True,2019-11-28T19:00:00.000Z,low,extreme_rating_context_conflict,-31.7303
Pac-12,54.0,USC,323,31358,MAAC,47.0,Fairfield,83,2020,regular,2019-11-28T21:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,consensus,-14.5,131.0,753.0,-159.0,,,2019-11-28T21:00:00.000Z,Fairfield,USC,83,323,-1.0,keep,none,,1.0,3.0,Fairfield,USC,83,323,True,2019-11-28T21:00:00.000Z,low,extreme_rating_context_conflict,-23.8178
OVC,71.0,Jacksonville State,128,31376,WAC,62.0,Chicago State,50,2020,regular,2019-11-29T17:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-6feb7c10.parquet,2026-01-30,consensus,-20.0,150.0,1263.0,177.0,,,2019-11-29T17:00:00.000Z,Chicago State,Jacksonville State,50,128,-1.0,keep,none,,0.0,2.0,Chicago State,Jacksonville State,50,128,True,2019-11-29T17:00:00.000Z,low,extreme_rating_context_conflict,-24.729800000000004
Big West,85.0,UC Davis,307,31651,Big Sky,66.0,Northern Arizona,206,2020,regular,2019-12-05T01:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-6feb7c10.parquet,2026-01-30,consensus,-6.0,134.5,-270.0,210.0,,,2019-12-05T01:00:00.000Z,Northern Arizona,UC Davis,206,307,-1.0,keep,none,,-3.0,3.0,Northern Arizona,UC Davis,206,307,False,2019-12-05T01:00:00.000Z,low,extreme_rating_context_conflict,-12.725499999999998
Mountain West,50.0,UNLV,322,31741,WCC,83.0,BYU,18,2020,regular,2019-12-07T20:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-6feb7c10.parquet,2026-01-30,consensus,10.0,137.5,-138.0,341.0,,,2019-12-07T20:00:00.000Z,BYU,UNLV,18,322,1.0,keep,none,,0.0,2.0,BYU,UNLV,18,322,True,2019-12-07T20:00:00.000Z,low,extreme_rating_context_conflict,12.398800000000001
ASUN,70.0,Liberty,142,31838,WAC,61.0,Grand Canyon,104,2020,regular,2019-12-08T23:30:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-6feb7c10.parquet,2026-01-30,consensus,-8.5,124.0,284.0,-164.0,,,2019-12-08T23:30:00.000Z,Grand Canyon,Liberty,104,142,-1.0,keep,none,,1.0,3.0,Grand Canyon,Liberty,104,142,True,2019-12-08T23:30:00.000Z,low,extreme_rating_context_conflict,-15.5899
American,60.0,South Florida,271,32221,ACC,66.0,Florida State,90,2020,regular,2019-12-21T17:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-6feb7c10.parquet,2026-01-30,consensus,9.5,127.5,-140.0,323.0,,,2019-12-21T17:00:00.000Z,Florida State,South Florida,90,271,1.0,keep,none,,0.0,2.0,Florida State,South Florida,90,271,True,2019-12-21T17:00:00.000Z,low,extreme_rating_context_conflict,21.8964
WCC,59.0,San Diego,258,32269,Pac-12,62.0,Stanford,281,2020,regular,2019-12-21T20:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-6feb7c10.parquet,2026-01-30,consensus,9.0,129.5,-140.0,325.0,,,2019-12-21T20:00:00.000Z,Stanford,San Diego,281,258,1.0,keep,none,,0.0,2.0,Stanford,San Diego,281,258,True,2019-12-21T20:00:00.000Z,low,extreme_rating_context_conflict,28.7637
ASUN,59.0,Jacksonville,127,30452,MAC,75.0,Bowling Green,28,2020,regular,2019-11-12T00:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,numberfire,10.0,151.5,380.0,-520.0,,,2019-11-12T00:00:00.000Z,Bowling Green,Jacksonville,28,127,1.0,keep,none,,2.0,2.0,Bowling Green,Jacksonville,28,127,True,2019-11-12T00:00:00.000Z,low,extreme_rating_context_conflict,15.1297
American,85.0,East Carolina,74,31039,MVC,68.0,Evansville,82,2020,regular,2019-11-23T01:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,numberfire,6.0,136.0,220.0,-280.0,,,2019-11-23T01:00:00.000Z,Evansville,East Carolina,82,74,1.0,keep,none,,2.0,2.0,Evansville,East Carolina,82,74,True,2019-11-23T01:00:00.000Z,low,extreme_rating_context_conflict,20.1373
Mountain West,41.0,Wyoming,358,31169,Pac-12,56.0,Colorado,56,2020,regular,2019-11-25T01:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,numberfire,19.0,124.0,,,,,2019-11-25T01:00:00.000Z,Colorado,Wyoming,56,358,1.0,keep,none,,2.0,2.0,Colorado,Wyoming,56,358,True,2019-11-25T01:00:00.000Z,low,extreme_rating_context_conflict,33.6129
Big Ten,72.0,Iowa,124,31364,Big 12,61.0,Texas Tech,298,2020,regular,2019-11-29T01:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-6feb7c10.parquet,2026-01-30,numberfire,7.0,143.5,260.0,-340.0,,,2019-11-29T01:00:00.000Z,Texas Tech,Iowa,298,124,1.0,keep,none,,2.0,2.0,Texas Tech,Iowa,298,124,True,2019-11-29T01:00:00.000Z,low,extreme_rating_context_conflict,19.905900000000003
Big East,83.0,Creighton,61,31417,Big 12,76.0,Texas Tech,298,2020,regular,2019-11-30T03:30:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-6feb7c10.parquet,2026-01-30,numberfire,6.0,141.0,,,,,2019-11-30T03:30:00.000Z,Texas Tech,Creighton,298,61,1.0,keep,none,,2.0,2.0,Texas Tech,Creighton,298,61,True,2019-11-30T03:30:00.000Z,low,extreme_rating_context_conflict,22.8455
MVC,68.0,Valparaiso,335,32311,SEC,72.0,Arkansas,12,2020,regular,2019-12-22T01:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-6feb7c10.parquet,2026-01-30,numberfire,13.0,144.5,650.0,-975.0,,,2019-12-22T01:00:00.000Z,Arkansas,Valparaiso,12,335,1.0,keep,none,,2.0,2.0,Arkansas,Valparaiso,12,335,True,2019-12-22T01:00:00.000Z,low,extreme_rating_context_conflict,15.0933
Big 12,64.0,TCU,287,31288,Mountain West,47.0,Wyoming,358,2020,regular,2019-11-27T02:00:00.000Z,bronze/lines/season=2020/asof=2026-01-30/part-839d9fe3.parquet,2026-01-30,teamrankings,-14.5,113.0,-1784.0,893.0,,,2019-11-27T02:00:00.000Z,Wyoming,TCU,358,287,-1.0,keep,none,,-1.0,1.0,Wyoming,TCU,358,287,True,2019-11-27T02:00:00.000Z,low,extreme_rating_context_conflict,-20.7729
Horizon,60.0,Oakland,214,24975,MVC,74.0,Bradley,29,2021,regular,2020-11-27T20:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-0c22cd1e.parquet,2026-01-30,consensus,15.5,131.5,-136.0,799.0,,,2020-11-27T20:00:00.000Z,Bradley,Oakland,29,214,1.0,keep,none,,0.0,2.0,Bradley,Oakland,29,214,True,2020-11-27T20:00:00.000Z,low,extreme_rating_context_conflict,71.2225
Southland,49.0,Nicholls,195,25146,Pac-12,60.0,California,40,2021,regular,2020-12-01T00:30:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-8.0,141.5,-387.0,291.0,,,2020-12-01T00:30:00.000Z,California,Nicholls,40,195,-1.0,keep,none,,-3.0,3.0,California,Nicholls,40,195,False,2020-12-01T00:30:00.000Z,low,extreme_rating_context_conflict,-20.1705
Sun Belt,51.0,Texas State,297,25150,SEC,68.0,Mississippi State,174,2021,regular,2020-12-01T01:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-6.5,136.5,-309.0,242.0,,,2020-12-01T01:00:00.000Z,Mississippi State,Texas State,174,297,-1.0,keep,none,,-3.0,3.0,Mississippi State,Texas State,174,297,False,2020-12-01T01:00:00.000Z,low,extreme_rating_context_conflict,-25.943800000000003
Big West,57.0,UC Riverside,309,25170,Pac-12,42.0,Washington,343,2021,regular,2020-12-01T21:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-10.0,130.5,-615.0,435.0,,,2020-12-01T21:00:00.000Z,Washington,UC Riverside,343,309,-1.0,keep,none,,-3.0,3.0,Washington,UC Riverside,343,309,True,2020-12-01T21:00:00.000Z,low,extreme_rating_context_conflict,-28.288200000000003
MAC,65.0,Ball State,19,25224,Big Ten,84.0,Michigan,170,2021,regular,2020-12-03T00:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-15.5,141.0,-1796.0,906.0,,,2020-12-03T00:00:00.000Z,Michigan,Ball State,170,19,-1.0,keep,none,,-3.0,3.0,Michigan,Ball State,170,19,False,2020-12-03T00:00:00.000Z,low,extreme_rating_context_conflict,-12.106200000000001
CUSA,80.0,Old Dominion,219,25244,MEAC,66.0,Norfolk State,196,2021,regular,2020-12-03T01:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,7.0,132.0,252.0,-327.0,,,2020-12-03T01:00:00.000Z,Norfolk State,Old Dominion,196,219,1.0,keep,none,,3.0,3.0,Norfolk State,Old Dominion,196,219,False,2020-12-03T01:00:00.000Z,low,extreme_rating_context_conflict,13.9296
MAAC,58.0,Quinnipiac,238,25277,CAA,70.0,Drexel,71,2021,regular,2020-12-03T19:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-7.0,136.5,-332.0,256.0,,,2020-12-03T19:00:00.000Z,Drexel,Quinnipiac,71,238,-1.0,keep,none,,-3.0,3.0,Drexel,Quinnipiac,71,238,True,2020-12-03T19:00:00.000Z,low,extreme_rating_context_conflict,-54.1601
ASUN,65.0,Jacksonville,127,25336,SEC,98.0,Georgia,98,2021,regular,2020-12-05T00:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-14.5,145.5,-1557.0,813.0,,,2020-12-05T00:00:00.000Z,Georgia,Jacksonville,98,127,-1.0,keep,none,,-3.0,3.0,Georgia,Jacksonville,98,127,False,2020-12-05T00:00:00.000Z,low,extreme_rating_context_conflict,-16.8675
MEAC,54.0,Coppin State,59,25444,CAA,69.0,Drexel,71,2021,regular,2020-12-06T19:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-14.5,144.5,-1577.0,818.0,,,2020-12-06T19:00:00.000Z,Drexel,Coppin State,71,59,-1.0,keep,none,,-2.0,2.0,Drexel,Coppin State,71,59,False,2020-12-06T19:00:00.000Z,low,extreme_rating_context_conflict,-21.1073
MAC,79.0,Central Michigan,45,25455,Summit,73.0,Western Illinois,349,2021,regular,2020-12-06T20:30:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,6.0,155.5,211.0,-267.0,,,2020-12-06T20:30:00.000Z,Western Illinois,Central Michigan,349,45,1.0,keep,none,,3.0,3.0,Western Illinois,Central Michigan,349,45,False,2020-12-06T20:30:00.000Z,low,extreme_rating_context_conflict,23.468900000000005
Horizon,70.0,Detroit Mercy,69,25474,ACC,78.0,Notre Dame,213,2021,regular,2020-12-07T00:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-13.0,148.5,-1055.0,640.0,,,2020-12-07T00:00:00.000Z,Notre Dame,Detroit Mercy,213,69,-1.0,keep,none,,-3.0,3.0,Notre Dame,Detroit Mercy,213,69,False,2020-12-07T00:00:00.000Z,low,extreme_rating_context_conflict,-20.9041
WAC,41.0,Seattle U,262,25617,Pac-12,73.0,Washington,343,2021,regular,2020-12-10T04:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-11.5,135.5,-884.0,555.0,,,2020-12-10T04:00:00.000Z,Washington,Seattle U,343,262,-1.0,keep,none,,-3.0,3.0,Washington,Seattle U,343,262,False,2020-12-10T04:00:00.000Z,low,extreme_rating_context_conflict,-20.5633
SoCon,75.0,Samford,256,25759,SEC,79.0,Georgia,98,2021,regular,2020-12-13T00:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-18.0,163.0,-2818.0,1196.0,,,2020-12-13T00:00:00.000Z,Georgia,Samford,98,256,-1.0,keep,none,,-3.0,3.0,Georgia,Samford,98,256,False,2020-12-13T00:00:00.000Z,low,extreme_rating_context_conflict,-14.0339
A-10,78.0,Richmond,242,25930,SEC,67.0,Vanderbilt,336,2021,regular,2020-12-16T18:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,7.0,146.5,246.0,-307.0,,,2020-12-16T18:00:00.000Z,Vanderbilt,Richmond,336,242,1.0,keep,none,,3.0,3.0,Vanderbilt,Richmond,336,242,False,2020-12-16T18:00:00.000Z,low,extreme_rating_context_conflict,13.435200000000002
Sun Belt,90.0,South Alabama,265,26096,SWAC,93.0,Alabama A&M,4,2021,regular,2020-12-19T20:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,9.0,140.5,354.0,-480.0,,,2020-12-19T20:00:00.000Z,Alabama A&M,South Alabama,4,265,1.0,keep,none,,3.0,3.0,Alabama A&M,South Alabama,4,265,False,2020-12-19T20:00:00.000Z,low,extreme_rating_context_conflict,24.4336
CAA,62.0,Northeastern,205,26167,CUSA,66.0,Old Dominion,219,2021,regular,2020-12-20T19:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-6.0,137.5,-256.0,207.0,,,2020-12-20T19:00:00.000Z,Old Dominion,Northeastern,219,205,-1.0,keep,none,,-3.0,3.0,Old Dominion,Northeastern,219,205,False,2020-12-20T19:00:00.000Z,low,extreme_rating_context_conflict,-17.7498
SoCon,52.0,Wofford,356,26212,SEC,70.0,Texas A&M,293,2021,regular,2020-12-21T18:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-6.5,133.0,-286.0,233.0,,,2020-12-21T18:00:00.000Z,Texas A&M,Wofford,293,356,-1.0,keep,none,,-3.0,3.0,Texas A&M,Wofford,293,356,False,2020-12-21T18:00:00.000Z,low,extreme_rating_context_conflict,-17.5384
Big South,67.0,High Point,109,26296,OVC,86.0,Eastern Kentucky,78,2021,regular,2020-12-23T00:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-6.5,153.5,-292.0,232.0,,,2020-12-23T00:00:00.000Z,Eastern Kentucky,High Point,78,109,-1.0,keep,none,,-3.0,3.0,Eastern Kentucky,High Point,78,109,False,2020-12-23T00:00:00.000Z,low,extreme_rating_context_conflict,-13.569299999999998
MVC,79.0,Missouri State,176,26391,MVC,59.0,Northern Iowa,209,2021,regular,2020-12-27T21:00:00.000Z,bronze/lines/season=2021/asof=2026-01-30/part-297418f3.parquet,2026-01-30,consensus,-6.0,143.5,-270.0,219.0,,,2020-12-27T21:00:00.000Z,Northern Iowa,Missouri State,209,176,-1.0,keep,none,,-3.0,3.0,Northern Iowa,Missouri State,209,176,False,2020-12-27T21:00:00.000Z,low,extreme_rating_context_conflict,-16.647199999999998
