awayConference,awayScore,awayTeam_x,awayTeamId_x,gameId,homeConference,homeScore,homeTeam_x,homeTeamId_x,season,seasonType,startDate_x,source_key,source_asof,provider,spread,overUnder,homeMoneyline,awayMoneyline,spreadOpen,overUnderOpen,startDate_y,homeTeam_y,awayTeam_y,homeTeamId_y,awayTeamId_y,spread_sign_for_votes,repair_action,repair_confidence,repair_reason,majority_sign_sum,provider_count,homeTeam,awayTeam,homeTeamId,awayTeamId,neutralSite,startDate,confidence,reason_flag,rating_edge
Summit,74.0,North Dakota State,202,54173,Big Ten,80.0,Illinois,118,2016,regular,2015-11-15T20:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-6.0,,,,,,2015-11-15T20:00:00.000Z,Illinois,North Dakota State,118,202,-1.0,keep,none,,-3.0,3.0,Illinois,North Dakota State,118,202,True,2015-11-15T20:00:00.000Z,low,extreme_rating_context_conflict,-17.1206
MAC,88.0,Ohio,215,54463,American,90.0,Tulsa,304,2016,regular,2015-11-20T18:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-10.0,,,,,,2015-11-20T18:00:00.000Z,Tulsa,Ohio,304,215,-1.0,keep,none,,-3.0,3.0,Tulsa,Ohio,304,215,True,2015-11-20T18:00:00.000Z,low,extreme_rating_context_conflict,-13.601
CUSA,58.0,Florida Atlantic,86,54470,CAA,60.0,Northeastern,205,2016,regular,2015-11-20T22:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,9.0,,,,,,2015-11-20T22:00:00.000Z,Northeastern,Florida Atlantic,205,86,1.0,keep,none,,0.0,2.0,Northeastern,Florida Atlantic,205,86,True,2015-11-20T22:00:00.000Z,low,extreme_rating_context_conflict,26.8668
Big Ten,61.0,Purdue,236,54519,CUSA,39.0,Old Dominion,219,2016,regular,2015-11-21T17:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-7.5,,,,,,2015-11-21T17:00:00.000Z,Old Dominion,Purdue,219,236,-1.0,keep,none,,-1.0,1.0,Old Dominion,Purdue,219,236,True,2015-11-21T17:00:00.000Z,low,extreme_rating_context_conflict,-15.432399999999998
CAA,81.0,Charleston,46,54522,A-10,82.0,Davidson,63,2016,regular,2015-11-21T18:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-14.0,,,,,,2015-11-21T18:00:00.000Z,Davidson,Charleston,63,46,-1.0,keep,none,,-3.0,3.0,Davidson,Charleston,63,46,False,2015-11-21T18:00:00.000Z,low,extreme_rating_context_conflict,-29.205000000000005
A-10,63.0,Saint Joseph's,251,54537,SEC,74.0,Florida,87,2016,regular,2015-11-21T19:30:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,7.5,,,,,,2015-11-21T19:30:00.000Z,Florida,Saint Joseph's,87,251,1.0,keep,none,,1.0,1.0,Florida,Saint Joseph's,87,251,True,2015-11-21T19:30:00.000Z,low,extreme_rating_context_conflict,36.8472
Big West,73.0,Cal Poly,35,54550,OVC,64.0,Austin Peay,17,2016,regular,2015-11-21T21:30:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-12.0,,,,,,2015-11-21T21:30:00.000Z,Austin Peay,Cal Poly,17,35,-1.0,keep,none,,0.0,2.0,Austin Peay,Cal Poly,17,35,True,2015-11-21T21:30:00.000Z,low,extreme_rating_context_conflict,-25.3869
CUSA,69.0,Middle Tennessee,171,54584,OVC,66.0,Tennessee State,290,2016,regular,2015-11-22T01:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,6.0,,,,,,2015-11-22T01:00:00.000Z,Tennessee State,Middle Tennessee,290,171,1.0,keep,none,,3.0,3.0,Tennessee State,Middle Tennessee,290,171,False,2015-11-22T01:00:00.000Z,low,extreme_rating_context_conflict,17.5801
Horizon,89.0,Oakland,214,54630,Mountain West,95.0,Colorado State,57,2016,regular,2015-11-22T21:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-7.5,,,,,,2015-11-22T21:00:00.000Z,Colorado State,Oakland,57,214,-1.0,keep,none,,-3.0,3.0,Colorado State,Oakland,57,214,False,2015-11-22T21:00:00.000Z,low,extreme_rating_context_conflict,-15.010399999999997
Sun Belt,68.0,UT Arlington,324,54694,American,64.0,Memphis,163,2016,regular,2015-11-24T01:30:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-11.5,,,,,,2015-11-24T01:30:00.000Z,Memphis,UT Arlington,163,324,-1.0,keep,none,,-3.0,3.0,Memphis,UT Arlington,163,324,False,2015-11-24T01:30:00.000Z,low,extreme_rating_context_conflict,-22.3424
CUSA,82.0,Louisiana Tech,149,54766,Big Ten,74.0,Ohio State,216,2016,regular,2015-11-25T01:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-9.0,,,,,,2015-11-25T01:00:00.000Z,Ohio State,Louisiana Tech,216,149,-1.0,keep,none,,-3.0,3.0,Ohio State,Louisiana Tech,216,149,False,2015-11-25T01:00:00.000Z,low,extreme_rating_context_conflict,-18.2165
Big Ten,77.0,Maryland,160,54769,MVC,66.0,Illinois State,119,2016,regular,2015-11-25T01:30:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-9.0,,,,,,2015-11-25T01:30:00.000Z,Illinois State,Maryland,119,160,-1.0,keep,none,,-1.0,1.0,Illinois State,Maryland,119,160,True,2015-11-25T01:30:00.000Z,low,extreme_rating_context_conflict,-15.5197
Mountain West,74.0,San José State,260,54855,MAC,89.0,Toledo,300,2016,regular,2015-11-26T04:30:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,13.0,,,,,,2015-11-26T04:30:00.000Z,Toledo,San José State,300,260,1.0,keep,none,,3.0,3.0,Toledo,San José State,300,260,True,2015-11-26T04:30:00.000Z,low,extreme_rating_context_conflict,36.8064
SoCon,71.0,Mercer,164,54914,Sun Belt,70.0,App State,9,2016,regular,2015-11-27T23:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-11.0,,,,,,2015-11-27T23:00:00.000Z,App State,Mercer,9,164,-1.0,keep,none,,0.0,2.0,App State,Mercer,9,164,True,2015-11-27T23:00:00.000Z,low,extreme_rating_context_conflict,-35.4391
Summit,72.0,IU Indianapolis,115,54923,Sun Belt,78.0,Georgia State,100,2016,regular,2015-11-28T00:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-13.0,,,,,,2015-11-28T00:00:00.000Z,Georgia State,IU Indianapolis,100,115,-1.0,keep,none,,-3.0,3.0,Georgia State,IU Indianapolis,100,115,False,2015-11-28T00:00:00.000Z,low,extreme_rating_context_conflict,-19.8037
Sun Belt,64.0,Little Rock,144,54998,American,60.0,Tulsa,304,2016,regular,2015-11-28T21:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-58ff9cc9.parquet,2026-01-30,consensus,-10.0,,,,,,2015-11-28T21:00:00.000Z,Tulsa,Little Rock,304,144,-1.0,keep,none,,-3.0,3.0,Tulsa,Little Rock,304,144,False,2015-11-28T21:00:00.000Z,low,extreme_rating_context_conflict,-12.343300000000001
MAAC,73.0,Saint Peter's,254,55180,MAAC,61.0,Rider,243,2016,regular,2015-12-03T00:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-01c4ef2b.parquet,2026-01-30,consensus,-6.5,,,,,,2015-12-03T00:00:00.000Z,Rider,Saint Peter's,243,254,-1.0,keep,none,,-3.0,3.0,Rider,Saint Peter's,243,254,False,2015-12-03T00:00:00.000Z,low,extreme_rating_context_conflict,-14.8839
Big Ten,83.0,Illinois,118,55596,Horizon,79.0,UIC,315,2016,regular,2015-12-12T19:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-01c4ef2b.parquet,2026-01-30,consensus,-19.5,,,,,,2015-12-12T19:00:00.000Z,UIC,Illinois,315,118,-1.0,keep,none,,1.0,3.0,UIC,Illinois,315,118,True,2015-12-12T19:00:00.000Z,low,extreme_rating_context_conflict,-38.139300000000006
Big 12,86.0,West Virginia,347,55819,CUSA,68.0,Marshall,158,2016,regular,2015-12-18T00:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-01c4ef2b.parquet,2026-01-30,consensus,-20.0,,,,,,2015-12-18T00:00:00.000Z,Marshall,West Virginia,158,347,-1.0,keep,none,,1.0,3.0,Marshall,West Virginia,158,347,True,2015-12-18T00:00:00.000Z,low,extreme_rating_context_conflict,-30.7245
Big Ten,74.0,Ohio State,216,55910,SEC,67.0,Kentucky,135,2016,regular,2015-12-19T20:30:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-01c4ef2b.parquet,2026-01-30,consensus,10.0,,,,,,2015-12-19T20:30:00.000Z,Kentucky,Ohio State,135,216,1.0,keep,none,,0.0,2.0,Kentucky,Ohio State,135,216,True,2015-12-19T20:30:00.000Z,low,extreme_rating_context_conflict,12.811300000000003
OVC,68.0,Eastern Illinois,77,55989,Summit,80.0,Omaha,221,2016,regular,2015-12-21T19:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-01c4ef2b.parquet,2026-01-30,consensus,6.0,,,,,,2015-12-21T19:00:00.000Z,Omaha,Eastern Illinois,221,77,1.0,keep,none,,0.0,2.0,Omaha,Eastern Illinois,221,77,True,2015-12-21T19:00:00.000Z,low,extreme_rating_context_conflict,15.4284
Big Sky,62.0,Idaho State,116,56008,Summit,67.0,North Dakota State,202,2016,regular,2015-12-22T00:30:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-01c4ef2b.parquet,2026-01-30,consensus,13.0,,,,,,2015-12-22T00:30:00.000Z,North Dakota State,Idaho State,202,116,1.0,keep,none,,-1.0,3.0,North Dakota State,Idaho State,202,116,True,2015-12-22T00:30:00.000Z,low,extreme_rating_context_conflict,21.4638
SEC,75.0,South Carolina,266,56127,Big East,61.0,St. John's,279,2016,regular,2015-12-23T02:00:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-01c4ef2b.parquet,2026-01-30,consensus,-13.0,,,,,,2015-12-23T02:00:00.000Z,St. John's,South Carolina,279,266,-1.0,keep,none,,0.0,2.0,St. John's,South Carolina,279,266,True,2015-12-23T02:00:00.000Z,low,extreme_rating_context_conflict,-25.6167
Big Ten,70.0,Penn State,226,56135,Pac-12,71.0,Colorado,56,2016,regular,2015-12-23T03:30:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-01c4ef2b.parquet,2026-01-30,consensus,7.0,,,,,,2015-12-23T03:30:00.000Z,Colorado,Penn State,56,226,1.0,keep,none,,0.0,2.0,Colorado,Penn State,56,226,True,2015-12-23T03:30:00.000Z,low,extreme_rating_context_conflict,15.0078
CAA,76.0,UNC Wilmington,321,56149,WAC,56.0,Kansas City,130,2016,regular,2015-12-23T21:15:00.000Z,bronze/lines/season=2016/asof=2026-01-30/part-01c4ef2b.parquet,2026-01-30,consensus,-6.5,,,,,,2015-12-23T21:15:00.000Z,Kansas City,UNC Wilmington,130,321,-1.0,keep,none,,0.0,2.0,Kansas City,UNC Wilmington,130,321,True,2015-12-23T21:15:00.000Z,low,extreme_rating_context_conflict,-14.166799999999999
Ivy,65.0,Columbia,58,48233,A-10,85.0,Saint Joseph's,251,2017,regular,2016-11-15T00:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,-6.5,,,,,,2016-11-15T00:00:00.000Z,Saint Joseph's,Columbia,251,58,-1.0,keep,none,,-3.0,3.0,Saint Joseph's,Columbia,251,58,False,2016-11-15T00:00:00.000Z,low,extreme_rating_context_conflict,-12.4495
Big Sky,76.0,Southern Utah,276,48267,A-10,88.0,Saint Louis,252,2017,regular,2016-11-15T01:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,-9.0,,,,,,2016-11-15T01:00:00.000Z,Saint Louis,Southern Utah,252,276,-1.0,keep,none,,-3.0,3.0,Saint Louis,Southern Utah,252,276,False,2016-11-15T01:00:00.000Z,low,extreme_rating_context_conflict,-25.142300000000002
CAA,68.0,Delaware,66,48310,A-10,74.0,La Salle,137,2017,regular,2016-11-16T00:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,-13.0,,,,,,2016-11-16T00:00:00.000Z,La Salle,Delaware,137,66,-1.0,keep,none,,-3.0,3.0,La Salle,Delaware,137,66,False,2016-11-16T00:00:00.000Z,low,extreme_rating_context_conflict,-17.0705
Sun Belt,94.0,App State,9,48328,SEC,103.0,Tennessee,292,2017,regular,2016-11-16T00:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,-12.0,,,,,,2016-11-16T00:00:00.000Z,Tennessee,App State,292,9,-1.0,keep,none,,-3.0,3.0,Tennessee,App State,292,9,False,2016-11-16T00:00:00.000Z,low,extreme_rating_context_conflict,-23.7801
Big East,83.0,Xavier,359,48411,SEC,82.0,Missouri,177,2017,regular,2016-11-17T18:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,14.0,,,,,,2016-11-17T18:00:00.000Z,Missouri,Xavier,177,359,1.0,keep,none,,3.0,3.0,Missouri,Xavier,177,359,True,2016-11-17T18:00:00.000Z,low,extreme_rating_context_conflict,26.238199999999996
MEAC,77.0,Coppin State,59,48675,MAC,79.0,Ball State,19,2017,regular,2016-11-21T20:30:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,16.5,,,,,,2016-11-21T20:30:00.000Z,Ball State,Coppin State,19,59,1.0,keep,none,,-1.0,3.0,Ball State,Coppin State,19,59,True,2016-11-21T20:30:00.000Z,low,extreme_rating_context_conflict,35.597
Big Sky,68.0,Southern Utah,276,48683,Sun Belt,83.0,Coastal Carolina,54,2017,regular,2016-11-21T23:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,10.0,,,,,,2016-11-21T23:00:00.000Z,Coastal Carolina,Southern Utah,54,276,1.0,keep,none,,0.0,2.0,Coastal Carolina,Southern Utah,54,276,True,2016-11-21T23:00:00.000Z,low,extreme_rating_context_conflict,23.4649
WCC,92.0,BYU,18,48718,A-10,62.0,Saint Louis,252,2017,regular,2016-11-22T02:30:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,-16.0,,,,,,2016-11-22T02:30:00.000Z,Saint Louis,BYU,252,18,-1.0,keep,none,,-1.0,3.0,Saint Louis,BYU,252,18,True,2016-11-22T02:30:00.000Z,low,extreme_rating_context_conflict,-40.747600000000006
Mountain West,77.0,San Diego State,257,48722,Pac-12,65.0,California,40,2017,regular,2016-11-22T04:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,6.0,,,,,,2016-11-22T04:00:00.000Z,California,San Diego State,40,257,1.0,keep,none,,0.0,2.0,California,San Diego State,40,257,True,2016-11-22T04:00:00.000Z,low,extreme_rating_context_conflict,27.8521
CAA,73.0,Hofstra,110,48736,Am. East,87.0,Vermont,337,2017,regular,2016-11-22T22:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,7.0,,,,,,2016-11-22T22:00:00.000Z,Vermont,Hofstra,337,110,1.0,keep,none,,0.0,2.0,Vermont,Hofstra,337,110,True,2016-11-22T22:00:00.000Z,low,extreme_rating_context_conflict,12.646700000000001
American,85.0,Houston,113,48762,Summit,58.0,South Dakota,269,2017,regular,2016-11-23T00:30:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,-13.0,,,,,,2016-11-23T00:30:00.000Z,South Dakota,Houston,269,113,-1.0,keep,none,,-3.0,3.0,South Dakota,Houston,269,113,True,2016-11-23T00:30:00.000Z,low,extreme_rating_context_conflict,-52.1824
SEC,47.0,LSU,136,48805,MVC,82.0,Wichita State,352,2017,regular,2016-11-23T17:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,10.5,,,,,,2016-11-23T17:00:00.000Z,Wichita State,LSU,352,136,1.0,keep,none,,0.0,2.0,Wichita State,LSU,352,136,True,2016-11-23T17:00:00.000Z,low,extreme_rating_context_conflict,33.3052
SEC,62.0,Alabama,5,48859,A-10,57.0,Saint Louis,252,2017,regular,2016-11-24T02:30:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,-12.0,,,,,,2016-11-24T02:30:00.000Z,Saint Louis,Alabama,252,5,-1.0,keep,none,,0.0,2.0,Saint Louis,Alabama,252,5,True,2016-11-24T02:30:00.000Z,low,extreme_rating_context_conflict,-34.5563
SEC,66.0,Vanderbilt,336,48880,Big East,76.0,Butler,34,2017,regular,2016-11-25T01:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,7.0,,,,,,2016-11-25T01:00:00.000Z,Butler,Vanderbilt,34,336,1.0,keep,none,,3.0,3.0,Butler,Vanderbilt,34,336,True,2016-11-25T01:00:00.000Z,low,extreme_rating_context_conflict,38.123000000000005
SEC,74.0,LSU,136,48925,A-10,85.0,VCU,333,2017,regular,2016-11-26T00:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,7.5,,,,,,2016-11-26T00:00:00.000Z,VCU,LSU,333,136,1.0,keep,none,,0.0,2.0,VCU,LSU,333,136,True,2016-11-26T00:00:00.000Z,low,extreme_rating_context_conflict,21.241
MAC,62.0,Buffalo,33,48957,Mountain West,67.0,Nevada,189,2017,regular,2016-11-26T02:30:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,consensus,6.5,,,,,,2016-11-26T02:30:00.000Z,Nevada,Buffalo,189,33,1.0,keep,none,,0.0,2.0,Nevada,Buffalo,189,33,True,2016-11-26T02:30:00.000Z,low,extreme_rating_context_conflict,16.2083
Pac-12,69.0,Arizona State,10,49118,SEC,115.0,Kentucky,135,2017,regular,2016-11-29T00:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-fcab6979.parquet,2026-01-30,consensus,15.0,,,,,,2016-11-29T00:00:00.000Z,Kentucky,Arizona State,135,10,1.0,keep,none,,-1.0,3.0,Kentucky,Arizona State,135,10,True,2016-11-29T00:00:00.000Z,low,extreme_rating_context_conflict,34.8358
Big East,68.0,Seton Hall,263,49542,Big West,57.0,Hawai'i,108,2017,regular,2016-12-07T02:30:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-fcab6979.parquet,2026-01-30,consensus,-10.0,,,,,,2016-12-07T02:30:00.000Z,Hawai'i,Seton Hall,108,263,-1.0,keep,none,,0.0,2.0,Hawai'i,Seton Hall,108,263,True,2016-12-07T02:30:00.000Z,low,extreme_rating_context_conflict,-15.0685
ACC,72.0,Duke,72,50131,CAA,61.0,Elon,81,2017,regular,2016-12-21T23:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-fcab6979.parquet,2026-01-30,consensus,-21.5,,,,,,2016-12-21T23:00:00.000Z,Elon,Duke,81,72,-1.0,keep,none,,1.0,3.0,Elon,Duke,81,72,True,2016-12-21T23:00:00.000Z,low,extreme_rating_context_conflict,-41.502700000000004
MAC,76.0,Akron,3,50262,MEAC,60.0,Maryland Eastern Shore,159,2017,regular,2016-12-23T02:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-fcab6979.parquet,2026-01-30,consensus,-15.5,,,,,,2016-12-23T02:00:00.000Z,Maryland Eastern Shore,Akron,159,3,-1.0,keep,none,,1.0,3.0,Maryland Eastern Shore,Akron,159,3,True,2016-12-23T02:00:00.000Z,low,extreme_rating_context_conflict,-18.0775
Sun Belt,83.0,Troy,302,50292,WAC,65.0,Chicago State,50,2017,regular,2016-12-23T22:30:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-fcab6979.parquet,2026-01-30,consensus,-8.0,,,,,,2016-12-23T22:30:00.000Z,Chicago State,Troy,50,302,-1.0,keep,none,,0.0,2.0,Chicago State,Troy,50,302,True,2016-12-23T22:30:00.000Z,low,extreme_rating_context_conflict,-13.720400000000001
Pac-12,94.0,USC,323,50303,Mountain West,92.0,Wyoming,358,2017,regular,2016-12-24T04:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-fcab6979.parquet,2026-01-30,consensus,-10.0,,,,,,2016-12-24T04:00:00.000Z,Wyoming,USC,358,323,-1.0,keep,none,,-3.0,3.0,Wyoming,USC,358,323,True,2016-12-24T04:00:00.000Z,low,extreme_rating_context_conflict,-12.7596
WCC,83.0,BYU,18,52465,WCC,99.0,Pepperdine,228,2017,regular,2017-02-10T04:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-c0ac17d6.parquet,2026-01-30,consensus,-6.0,,,,,,2017-02-10T04:00:00.000Z,Pepperdine,BYU,228,18,-1.0,keep,none,,1.0,3.0,Pepperdine,BYU,228,18,False,2017-02-10T04:00:00.000Z,low,extreme_rating_context_conflict,-19.8542
Big East,62.0,St. John's,279,48845,Big Ten,73.0,Michigan State,169,2017,regular,2016-11-24T00:00:00.000Z,bronze/lines/season=2017/asof=2026-01-30/part-0eb5932d.parquet,2026-01-30,numberfire,-7.0,144.5,-300.0,250.0,,,2016-11-24T00:00:00.000Z,Michigan State,St. John's,169,279,-1.0,keep,none,,-1.0,1.0,Michigan State,St. John's,169,279,True,2016-11-24T00:00:00.000Z,low,extreme_rating_context_conflict,-13.274400000000002
MEAC,77.0,Howard,114,42231,Big Ten,86.0,Indiana,121,2018,regular,2017-11-13T01:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-24.5,144.5,-7519.0,1600.0,,,2017-11-13T01:00:00.000Z,Indiana,Howard,121,114,-1.0,keep,none,,-3.0,3.0,Indiana,Howard,121,114,False,2017-11-13T01:00:00.000Z,low,extreme_rating_context_conflict,-23.1095
Sun Belt,72.0,Georgia State,100,42496,SEC,77.0,Ole Miss,220,2018,regular,2017-11-18T00:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-11.0,153.5,-681.0,489.0,,,2017-11-18T00:00:00.000Z,Ole Miss,Georgia State,220,100,-1.0,keep,none,,-3.0,3.0,Ole Miss,Georgia State,220,100,False,2017-11-18T00:00:00.000Z,low,extreme_rating_context_conflict,-20.1644
MAAC,55.0,Quinnipiac,238,42548,ACC,72.0,Wake Forest,342,2018,regular,2017-11-18T19:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-16.5,156.0,-2134.0,1110.0,,,2017-11-18T19:30:00.000Z,Wake Forest,Quinnipiac,342,238,-1.0,keep,none,,-2.0,2.0,Wake Forest,Quinnipiac,342,238,True,2017-11-18T19:30:00.000Z,low,extreme_rating_context_conflict,-16.819599999999998
A-10,74.0,La Salle,137,42549,Big Ten,82.0,Northwestern,212,2018,regular,2017-11-18T19:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-7.5,142.0,-390.0,516.0,,,2017-11-18T19:30:00.000Z,Northwestern,La Salle,212,137,-1.0,keep,none,,-3.0,3.0,Northwestern,La Salle,212,137,True,2017-11-18T19:30:00.000Z,low,extreme_rating_context_conflict,-25.8229
OVC,59.0,UT Martin,325,42584,MAC,76.0,Akron,3,2018,regular,2017-11-19T00:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-6.0,146.5,-255.0,212.0,,,2017-11-19T00:00:00.000Z,Akron,UT Martin,3,325,-1.0,keep,none,,-3.0,3.0,Akron,UT Martin,3,325,False,2017-11-19T00:00:00.000Z,low,extreme_rating_context_conflict,-13.6905
Big Sky,58.0,Montana State,180,42590,CUSA,71.0,Louisiana Tech,149,2018,regular,2017-11-19T01:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-9.0,155.0,-448.0,353.0,,,2017-11-19T01:00:00.000Z,Louisiana Tech,Montana State,149,180,-1.0,keep,none,,-3.0,3.0,Louisiana Tech,Montana State,149,180,False,2017-11-19T01:00:00.000Z,low,extreme_rating_context_conflict,-28.3492
Big West,63.0,Cal Poly,35,42599,WCC,59.0,Santa Clara,261,2018,regular,2017-11-19T03:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-10.0,133.5,-602.0,446.0,,,2017-11-19T03:00:00.000Z,Santa Clara,Cal Poly,261,35,-1.0,keep,none,,-3.0,3.0,Santa Clara,Cal Poly,261,35,False,2017-11-19T03:00:00.000Z,low,extreme_rating_context_conflict,-18.319699999999997
MAAC,63.0,Manhattan,155,42662,WAC,74.0,Kansas City,130,2018,regular,2017-11-20T16:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-7.5,140.5,153.0,-156.0,,,2017-11-20T16:00:00.000Z,Kansas City,Manhattan,130,155,-1.0,keep,none,,-3.0,3.0,Kansas City,Manhattan,130,155,True,2017-11-20T16:00:00.000Z,low,extreme_rating_context_conflict,-13.3375
MVC,42.0,Southern Illinois,273,42717,ACC,84.0,Louisville,150,2018,regular,2017-11-22T00:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-15.5,137.0,-1852.0,1000.0,,,2017-11-22T00:00:00.000Z,Louisville,Southern Illinois,150,273,-1.0,keep,none,,-3.0,3.0,Louisville,Southern Illinois,150,273,False,2017-11-22T00:00:00.000Z,low,extreme_rating_context_conflict,-28.1378
Sun Belt,78.0,Georgia Southern,99,42729,WAC,75.0,Kansas City,130,2018,regular,2017-11-21T22:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-13.0,149.5,-1073.0,690.0,,,2017-11-21T22:00:00.000Z,Kansas City,Georgia Southern,130,99,-1.0,keep,none,,-1.0,1.0,Kansas City,Georgia Southern,130,99,True,2017-11-21T22:00:00.000Z,low,extreme_rating_context_conflict,-33.4183
Sun Belt,76.0,UT Arlington,324,42771,SEC,77.0,Alabama,5,2018,regular,2017-11-22T02:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-11.0,154.5,-624.0,465.0,,,2017-11-22T02:00:00.000Z,Alabama,UT Arlington,5,324,-1.0,keep,none,,-3.0,3.0,Alabama,UT Arlington,5,324,False,2017-11-22T02:00:00.000Z,low,extreme_rating_context_conflict,-58.092800000000004
